Bin , nEvents , Efficiencies
152.41,262,0.01048
165.05,280,0.0112
178.75,362,0.01448
193.57,372,0.01488
209.63,410,0.0164
227.02,486,0.01944
245.86,500,0.02
266.25,520,0.0208
288.34,535,0.0214
312.26,607,0.02428
338.16,554,0.02216
366.21,616,0.02464
396.59,635,0.0254
429.49,630,0.0252
465.12,648,0.02592
503.71,599,0.02396
545.49,612,0.02448
590.74,588,0.02352
639.75,580,0.0232
692.82,609,0.02436
750.29,573,0.02292
812.54,561,0.02244
879.94,560,0.0224
952.94,511,0.02044
1032,437,0.01748
1117.6,437,0.01748
1210.3,377,0.01508
1310.7,347,0.01388
1419.4,306,0.01224
1537.2,267,0.01068
1664.7,213,0.00852
1802.8,179,0.00716
1952.4,165,0.0066
2114.3,121,0.00484
2289.7,74,0.00296
2479.7,64,0.00256
