Bin , nEvents , Efficiencies
152.41,261,0.01044
165.05,304,0.01216
178.75,339,0.01356
193.57,396,0.01584
209.63,432,0.01728
227.02,453,0.01812
245.86,478,0.01912
266.25,527,0.02108
288.34,567,0.02268
312.26,540,0.0216
338.16,597,0.02388
366.21,609,0.02436
396.59,697,0.02788
429.49,661,0.02644
465.12,644,0.02576
503.71,684,0.02736
545.49,600,0.024
590.74,615,0.0246
639.75,619,0.02476
692.82,629,0.02516
750.29,560,0.0224
812.54,552,0.02208
879.94,531,0.02124
952.94,458,0.01832
1032,441,0.01764
1117.6,382,0.01528
1210.3,331,0.01324
1310.7,300,0.012
1419.4,266,0.01064
1537.2,228,0.00912
1664.7,174,0.00696
1802.8,165,0.0066
1952.4,120,0.0048
2114.3,112,0.00448
2289.7,78,0.00312
2479.7,73,0.00292
