"X10RR[1,3]","X10RR[3,3]",Delta_chisquare
-2.299999999999999,2.8000000000000056,42288.019825633775
-2.299999999999999,2.9000000000000057,43584.008496324255
-2.299999999999999,3.0000000000000058,45022.56022797742
-2.299999999999999,3.100000000000006,46614.6399174752
-2.299999999999999,3.200000000000006,48371.811154943694
-2.299999999999999,3.300000000000006,50306.27546227142
-2.299999999999999,3.400000000000006,52430.91552933896
-2.199999999999999,-3.5,41363.84520357186
-2.199999999999999,-3.4,39394.401713961015
-2.199999999999999,-3.3,37598.64149543193
-2.199999999999999,-3.1999999999999997,35964.6912983663
-2.199999999999999,-3.0999999999999996,34481.35465373487
-2.199999999999999,-2.9999999999999996,33138.06437678196
-2.199999999999999,-2.8999999999999995,31924.839330795803
-2.199999999999999,-2.7999999999999994,30832.24518859033
-2.199999999999999,-2.6999999999999993,29851.35893765308
-2.199999999999999,-2.599999999999999,28973.736883243866
-2.199999999999999,-2.499999999999999,28191.385912057463
-2.199999999999999,-2.399999999999999,27496.737787393387
-2.199999999999999,-2.299999999999999,26882.626255105053
-2.199999999999999,-2.199999999999999,26342.26674793002
-2.199999999999999,-2.0999999999999988,25869.238484132155
-2.199999999999999,-1.9999999999999987,25457.468764716163
-2.199999999999999,-1.8999999999999986,25101.219281804173
-2.199999999999999,-1.7999999999999985,24795.074259093344
-2.199999999999999,-1.6999999999999984,24533.930253642924
-2.199999999999999,-1.5999999999999983,24312.98745656843
-2.199999999999999,-1.4999999999999982,24127.742338550095
-2.199999999999999,-1.3999999999999981,23973.981494391963
-2.199999999999999,-1.299999999999998,23847.776549197326
-2.199999999999999,-1.199999999999998,23745.47999705583
-2.199999999999999,-1.0999999999999979,23663.7218514664
-2.199999999999999,-0.9999999999999978,23599.406995050107
-2.199999999999999,-0.8999999999999977,23549.71312443594
-2.199999999999999,-0.7999999999999976,23512.089194532025
-2.199999999999999,-0.6999999999999975,23484.254274724146
-2.199999999999999,-0.5999999999999974,23464.196737872866
-2.199999999999999,-0.49999999999999734,23450.173711309588
-2.199999999999999,-0.39999999999999725,23440.710727361664
-2.199999999999999,-0.29999999999999716,23434.60151926565
-2.199999999999999,-0.19999999999999707,23430.907916657343
-2.199999999999999,-0.09999999999999698,23428.9598031566
-2.199999999999999,3.1086244689504383e-15,23428.355106894058
-2.199999999999999,0.1000000000000032,23428.9598031566
-2.199999999999999,0.2000000000000033,23430.907916657343
-2.199999999999999,0.3000000000000034,23434.60151926565
-2.199999999999999,0.40000000000000346,23440.71072736167
-2.199999999999999,0.5000000000000036,23450.173711309595
-2.199999999999999,0.6000000000000036,23464.196737872866
-2.199999999999999,0.7000000000000037,23484.254274724146
-2.199999999999999,0.8000000000000038,23512.089194532025
-2.199999999999999,0.9000000000000039,23549.713124435948
-2.199999999999999,1.000000000000004,23599.406995050107
-2.199999999999999,1.100000000000004,23663.7218514664
-2.199999999999999,1.2000000000000042,23745.47999705583
-2.199999999999999,1.3000000000000043,23847.776549197333
-2.199999999999999,1.4000000000000044,23973.98149439197
-2.199999999999999,1.5000000000000044,24127.74233855011
-2.199999999999999,1.6000000000000045,24312.987456568444
-2.199999999999999,1.7000000000000046,24533.93025364294
-2.199999999999999,1.8000000000000047,24795.074259093366
-2.199999999999999,1.9000000000000048,25101.219281804195
-2.199999999999999,2.000000000000005,25457.468764716185
-2.199999999999999,2.100000000000005,25869.238484132184
-2.199999999999999,2.200000000000005,26342.26674793005
-2.199999999999999,2.300000000000005,26882.62625510509
-2.199999999999999,2.4000000000000052,27496.737787393424
-2.199999999999999,2.5000000000000053,28191.385912057514
-2.199999999999999,2.6000000000000054,28973.736883243917
-2.199999999999999,2.7000000000000055,29851.35893765313
-2.199999999999999,2.8000000000000056,30832.245188590394
-2.199999999999999,2.9000000000000057,31924.839330795876
-2.199999999999999,3.0000000000000058,33138.06437678204
-2.199999999999999,3.100000000000006,34481.354653734954
-2.199999999999999,3.200000000000006,35964.6912983664
-2.199999999999999,3.300000000000006,37598.64149543204
-2.199999999999999,3.400000000000006,39394.40171396113
-2.0999999999999988,-3.5,31149.81471014537
-2.0999999999999988,-3.4,29493.91804279844
-2.0999999999999988,-3.3,27985.4284734241
-2.0999999999999988,-3.1999999999999997,26613.98932823525
-2.0999999999999988,-3.0999999999999996,25369.875443113506
-2.0999999999999988,-2.9999999999999996,24243.945667293738
-2.0999999999999988,-2.8999999999999995,23227.599627134394
-2.0999999999999988,-2.7999999999999994,22312.73848759924
-2.0999999999999988,-2.6999999999999993,21491.729457405374
-2.0999999999999988,-2.599999999999999,20757.37379212181
-2.0999999999999988,-2.499999999999999,20102.878057832182
-2.0999999999999988,-2.399999999999999,19521.82842630453
-2.0999999999999988,-2.299999999999999,19008.167780940494
-2.0999999999999988,-2.199999999999999,18556.175421105472
-2.0999999999999988,-2.0999999999999988,18160.449160770862
-2.0999999999999988,-1.9999999999999987,17815.88962572857
-2.0999999999999988,-1.8999999999999986,17517.686561967577
-2.0999999999999988,-1.7999999999999985,17261.306976131575
-2.0999999999999988,-1.6999999999999984,17042.48493730599
-2.0999999999999988,-1.5999999999999983,16857.2128777122
-2.0999999999999988,-1.4999999999999982,16701.73423821597
-2.0999999999999988,-1.3999999999999981,16572.537312886503
-2.0999999999999988,-1.299999999999998,16466.35015517197
-2.0999999999999988,-1.199999999999998,16380.136416586512
-2.0999999999999988,-1.0999999999999979,16311.091997133244
-2.0999999999999988,-0.9999999999999978,16256.642395017097
-2.0999999999999988,-0.8999999999999977,16214.440651530564
-2.0999999999999988,-0.7999999999999976,16182.365795324939
-2.0999999999999988,-0.6999999999999975,16158.521698608867
-2.0999999999999988,-0.5999999999999974,16141.236266145406
-2.0999999999999988,-0.49999999999999734,16129.060886248146
-2.0999999999999988,-0.39999999999999725,16120.77008130627
-2.0999999999999988,-0.29999999999999716,16115.361303697839
-2.0999999999999988,-0.19999999999999707,16112.054831279835
-2.0999999999999988,-0.09999999999999698,16110.293724972933
-2.0999999999999988,3.1086244689504383e-15,16109.743819288284
-2.0999999999999988,0.1000000000000032,16110.293724972933
-2.0999999999999988,0.2000000000000033,16112.054831279835
-2.0999999999999988,0.3000000000000034,16115.361303697839
-2.0999999999999988,0.40000000000000346,16120.770081306273
-2.0999999999999988,0.5000000000000036,16129.060886248146
-2.0999999999999988,0.6000000000000036,16141.23626614541
-2.0999999999999988,0.7000000000000037,16158.521698608867
-2.0999999999999988,0.8000000000000038,16182.365795324939
-2.0999999999999988,0.9000000000000039,16214.440651530567
-2.0999999999999988,1.000000000000004,16256.642395017101
-2.0999999999999988,1.100000000000004,16311.091997133248
-2.0999999999999988,1.2000000000000042,16380.136416586516
-2.0999999999999988,1.3000000000000043,16466.35015517198
-2.0999999999999988,1.4000000000000044,16572.53731288651
-2.0999999999999988,1.5000000000000044,16701.73423821598
-2.0999999999999988,1.6000000000000045,16857.212877712213
-2.0999999999999988,1.7000000000000046,17042.484937306002
-2.0999999999999988,1.8000000000000047,17261.30697613159
-2.0999999999999988,1.9000000000000048,17517.686561967595
-2.0999999999999988,2.000000000000005,17815.88962572859
-2.0999999999999988,2.100000000000005,18160.449160770884
-2.0999999999999988,2.200000000000005,18556.175421105498
-2.0999999999999988,2.300000000000005,19008.167780940523
-2.0999999999999988,2.4000000000000052,19521.828426304564
-2.0999999999999988,2.5000000000000053,20102.87805783222
-2.0999999999999988,2.6000000000000054,20757.373792121853
-2.0999999999999988,2.7000000000000055,21491.729457405418
-2.0999999999999988,2.8000000000000056,22312.73848759929
-2.0999999999999988,2.9000000000000057,23227.599627134456
-2.0999999999999988,3.0000000000000058,24243.945667293803
-2.0999999999999988,3.100000000000006,25369.875443113582
-2.0999999999999988,3.200000000000006,26613.98932823533
-2.0999999999999988,3.300000000000006,27985.428473424196
-2.0999999999999988,3.400000000000006,29493.918042798537
-1.9999999999999987,-3.5,23403.009371190554
-1.9999999999999987,-3.4,22019.2429349494
-1.9999999999999987,-3.3,20760.09558587698
-1.9999999999999987,-3.1999999999999997,19616.525371776013
-1.9999999999999987,-3.0999999999999996,18580.08260469738
-1.9999999999999987,-2.9999999999999996,17642.862364624605
-1.9999999999999987,-2.8999999999999995,16797.4612632442
-1.9999999999999987,-2.7999999999999994,16036.938205427396
-1.9999999999999987,-2.6999999999999993,15354.778894378172
-1.9999999999999987,-2.599999999999999,14744.863834731834
-1.9999999999999987,-2.499999999999999,14201.439596217704
-1.9999999999999987,-2.399999999999999,13719.093108828933
-1.9999999999999987,-2.299999999999999,13292.728768771656
-1.9999999999999987,-2.199999999999999,12917.548142795205
-1.9999999999999987,-2.0999999999999988,12589.032066834296
-1.9999999999999987,-1.9999999999999987,12302.924943223565
-1.9999999999999987,-1.8999999999999986,12055.221049074142
-1.9999999999999987,-1.7999999999999985,11842.15267673126
-1.9999999999999987,-1.6999999999999984,11660.179935561308
-1.9999999999999987,-1.5999999999999983,11505.982052646024
-1.9999999999999987,-1.4999999999999982,11376.450018290943
-1.9999999999999987,-1.3999999999999981,11268.680430584458
-1.9999999999999987,-1.299999999999998,11179.970401573319
-1.9999999999999987,-1.199999999999998,11107.813395949663
-1.9999999999999987,-1.0999999999999979,11049.895881474014
-1.9999999999999987,-0.9999999999999978,11004.094678688107
-1.9999999999999987,-0.8999999999999977,10968.474905800653
-1.9999999999999987,-0.7999999999999976,10941.288422958574
-1.9999999999999987,-0.6999999999999975,10920.972688445554
-1.9999999999999987,-0.5999999999999974,10906.14994767909
-1.9999999999999987,-0.49999999999999734,10895.626684206618
-1.9999999999999987,-0.39999999999999725,10888.393270230583
-1.9999999999999987,-0.29999999999999716,10883.623762521707
-1.9999999999999987,-0.19999999999999707,10880.675797909047
-1.9999999999999987,-0.09999999999999698,10879.09055086476
-1.9999999999999987,3.1086244689504383e-15,10878.592724030885
-1.9999999999999987,0.1000000000000032,10879.09055086476
-1.9999999999999987,0.2000000000000033,10880.675797909047
-1.9999999999999987,0.3000000000000034,10883.623762521707
-1.9999999999999987,0.40000000000000346,10888.393270230583
-1.9999999999999987,0.5000000000000036,10895.626684206618
-1.9999999999999987,0.6000000000000036,10906.14994767909
-1.9999999999999987,0.7000000000000037,10920.972688445556
-1.9999999999999987,0.8000000000000038,10941.288422958576
-1.9999999999999987,0.9000000000000039,10968.474905800655
-1.9999999999999987,1.000000000000004,11004.094678688109
-1.9999999999999987,1.100000000000004,11049.895881474016
-1.9999999999999987,1.2000000000000042,11107.813395949666
-1.9999999999999987,1.3000000000000043,11179.970401573324
-1.9999999999999987,1.4000000000000044,11268.680430584463
-1.9999999999999987,1.5000000000000044,11376.45001829095
-1.9999999999999987,1.6000000000000045,11505.982052646033
-1.9999999999999987,1.7000000000000046,11660.179935561318
-1.9999999999999987,1.8000000000000047,11842.152676731273
-1.9999999999999987,1.9000000000000048,12055.221049074156
-1.9999999999999987,2.000000000000005,12302.924943223581
-1.9999999999999987,2.100000000000005,12589.032066834314
-1.9999999999999987,2.200000000000005,12917.548142795227
-1.9999999999999987,2.300000000000005,13292.72876877168
-1.9999999999999987,2.4000000000000052,13719.09310882896
-1.9999999999999987,2.5000000000000053,14201.439596217737
-1.9999999999999987,2.6000000000000054,14744.86383473187
-1.9999999999999987,2.7000000000000055,15354.77889437821
-1.9999999999999987,2.8000000000000056,16036.93820542744
-1.9999999999999987,2.9000000000000057,16797.46126324425
-1.9999999999999987,3.0000000000000058,17642.862364624663
-1.9999999999999987,3.100000000000006,18580.082604697443
-1.9999999999999987,3.200000000000006,19616.52537177608
-1.9999999999999987,3.300000000000006,20760.095585877054
-1.9999999999999987,3.400000000000006,22019.242934949485
-1.8999999999999986,-3.5,17555.27896156706
-1.8999999999999986,-3.4,16406.05945356349
-1.8999999999999986,-3.3,15361.83546784168
-1.8999999999999986,-3.1999999999999997,14414.696678957218
-1.8999999999999986,-3.0999999999999996,13557.291245810748
-1.8999999999999986,-2.9999999999999996,12782.778315332496
-1.8999999999999986,-2.8999999999999995,12084.784786252612
-1.8999999999999986,-2.7999999999999994,11457.366070582897
-1.8999999999999986,-2.6999999999999993,10894.970598764825
-1.8999999999999986,-2.599999999999999,10392.407822768122
-1.8999999999999986,-2.499999999999999,9944.819479753472
-1.8999999999999986,-2.399999999999999,9547.653887242306
-1.8999999999999986,-2.299999999999999,9196.643049065977
-1.8999999999999986,-2.199999999999999,8887.782359695962
-1.8999999999999986,-2.0999999999999988,8617.31270288605
-1.8999999999999986,-1.9999999999999987,8381.704748886888
-1.8999999999999986,-1.8999999999999986,8177.645262822539
-1.8999999999999986,-1.7999999999999985,8002.0252451481
-1.8999999999999986,-1.6999999999999984,7851.929733436754
-1.8999999999999986,-1.5999999999999983,7724.629103073968
-1.8999999999999986,-1.4999999999999982,7617.571712765927
-1.8999999999999986,-1.3999999999999981,7528.377749098613
-1.8999999999999986,-1.299999999999998,7454.834132713294
-1.8999999999999986,-1.199999999999998,7394.890356993547
-1.8999999999999986,-1.0999999999999979,7346.655138488276
-1.8999999999999986,-0.9999999999999978,7308.393766624516
-1.8999999999999986,-0.8999999999999977,7278.526048593217
-1.8999999999999986,-0.7999999999999976,7255.6247536204655
-1.8999999999999986,-0.6999999999999975,7238.414469166039
-1.8999999999999986,-0.5999999999999974,7225.770789920461
-1.8999999999999986,-0.49999999999999734,7216.719768801121
-1.8999999999999986,-0.39999999999999725,7210.437567477352
-1.8999999999999986,-0.29999999999999716,7206.25025228369
-1.8999999999999986,-0.19999999999999707,7203.633689709936
-1.8999999999999986,-0.09999999999999698,7202.213503985921
-1.8999999999999986,3.1086244689504383e-15,7201.765067608293
-1.8999999999999986,0.1000000000000032,7202.213503985921
-1.8999999999999986,0.2000000000000033,7203.633689709936
-1.8999999999999986,0.3000000000000034,7206.25025228369
-1.8999999999999986,0.40000000000000346,7210.437567477352
-1.8999999999999986,0.5000000000000036,7216.719768801121
-1.8999999999999986,0.6000000000000036,7225.770789920461
-1.8999999999999986,0.7000000000000037,7238.414469166039
-1.8999999999999986,0.8000000000000038,7255.624753620467
-1.8999999999999986,0.9000000000000039,7278.526048593219
-1.8999999999999986,1.000000000000004,7308.393766624517
-1.8999999999999986,1.100000000000004,7346.655138488278
-1.8999999999999986,1.2000000000000042,7394.890356993551
-1.8999999999999986,1.3000000000000043,7454.834132713299
-1.8999999999999986,1.4000000000000044,7528.377749098619
-1.8999999999999986,1.5000000000000044,7617.571712765933
-1.8999999999999986,1.6000000000000045,7724.629103073975
-1.8999999999999986,1.7000000000000046,7851.929733436761
-1.8999999999999986,1.8000000000000047,8002.025245148109
-1.8999999999999986,1.9000000000000048,8177.645262822552
-1.8999999999999986,2.000000000000005,8381.704748886903
-1.8999999999999986,2.100000000000005,8617.312702886067
-1.8999999999999986,2.200000000000005,8887.78235969598
-1.8999999999999986,2.300000000000005,9196.643049065997
-1.8999999999999986,2.4000000000000052,9547.653887242328
-1.8999999999999986,2.5000000000000053,9944.819479753498
-1.8999999999999986,2.6000000000000054,10392.407822768153
-1.8999999999999986,2.7000000000000055,10894.970598764858
-1.8999999999999986,2.8000000000000056,11457.366070582933
-1.8999999999999986,2.9000000000000057,12084.784786252654
-1.8999999999999986,3.0000000000000058,12782.778315332542
-1.8999999999999986,3.100000000000006,13557.291245810797
-1.8999999999999986,3.200000000000006,14414.696678957274
-1.8999999999999986,3.300000000000006,15361.835467841742
-1.8999999999999986,3.400000000000006,16406.059453563554
-1.7999999999999985,-3.5,13158.847009868517
-1.7999999999999985,-3.4,12210.237425851592
-1.7999999999999985,-3.3,11349.856319801303
-1.7999999999999985,-3.1999999999999997,10570.759742500559
-1.7999999999999985,-3.0999999999999996,9866.533382025767
-1.7999999999999985,-2.9999999999999996,9231.24506743137
-1.7999999999999985,-2.8999999999999995,8659.401532520147
-1.7999999999999985,-2.7999999999999994,8145.909177324988
-1.7999999999999985,-2.6999999999999993,7686.03857325688
-1.7999999999999985,-2.599999999999999,7275.392466203507
-1.7999999999999985,-2.499999999999999,6909.877040191944
-1.7999999999999985,-2.399999999999999,6585.6762125584555
-1.7999999999999985,-2.299999999999999,6299.228739897668
-1.7999999999999985,-2.199999999999999,6047.207922392762
-1.7999999999999985,-2.0999999999999988,5826.503702457675
-1.7999999999999985,-1.9999999999999987,5634.206961951634
-1.7999999999999985,-1.8999999999999986,5467.595830555726
-1.7999999999999985,-1.7999999999999985,5324.123826230507
-1.7999999999999985,-1.6999999999999984,5201.409657003059
-1.7999999999999985,-1.5999999999999983,5097.228521661185
-1.7999999999999985,-1.4999999999999982,5009.504755261843
-1.7999999999999985,-1.3999999999999981,4936.3056736902245
-1.7999999999999985,-1.299999999999998,4875.836479835248
-1.7999999999999985,-1.199999999999998,4826.436102276579
-1.7999999999999985,-1.0999999999999979,4786.573845707644
-1.7999999999999985,-0.9999999999999978,4754.846740648447
-1.7999999999999985,-0.8999999999999977,4729.977488331334
-1.7999999999999985,-0.7999999999999976,4710.812904972234
-1.7999999999999985,-0.6999999999999975,4696.322777969199
-1.7999999999999985,-0.5999999999999974,4685.5990548994705
-1.7999999999999985,-0.49999999999999734,4677.855294515591
-1.7999999999999985,-0.39999999999999725,4672.426317270481
-1.7999999999999985,-0.29999999999999716,4668.768001230711
-1.7999999999999985,-0.19999999999999707,4666.4571775665445
-1.7999999999999985,-0.09999999999999698,4665.191588136721
-1.7999999999999985,3.1086244689504383e-15,4664.789876015229
-1.7999999999999985,0.1000000000000032,4665.191588136721
-1.7999999999999985,0.2000000000000033,4666.4571775665445
-1.7999999999999985,0.3000000000000034,4668.768001230711
-1.7999999999999985,0.40000000000000346,4672.426317270481
-1.7999999999999985,0.5000000000000036,4677.855294515591
-1.7999999999999985,0.6000000000000036,4685.5990548994705
-1.7999999999999985,0.7000000000000037,4696.3227779692
-1.7999999999999985,0.8000000000000038,4710.812904972235
-1.7999999999999985,0.9000000000000039,4729.977488331335
-1.7999999999999985,1.000000000000004,4754.846740648449
-1.7999999999999985,1.100000000000004,4786.573845707647
-1.7999999999999985,1.2000000000000042,4826.436102276582
-1.7999999999999985,1.3000000000000043,4875.836479835251
-1.7999999999999985,1.4000000000000044,4936.305673690229
-1.7999999999999985,1.5000000000000044,5009.504755261848
-1.7999999999999985,1.6000000000000045,5097.228521661191
-1.7999999999999985,1.7000000000000046,5201.409657003066
-1.7999999999999985,1.8000000000000047,5324.123826230515
-1.7999999999999985,1.9000000000000048,5467.595830555735
-1.7999999999999985,2.000000000000005,5634.206961951645
-1.7999999999999985,2.100000000000005,5826.503702457688
-1.7999999999999985,2.200000000000005,6047.207922392778
-1.7999999999999985,2.300000000000005,6299.228739897685
-1.7999999999999985,2.4000000000000052,6585.676212558475
-1.7999999999999985,2.5000000000000053,6909.8770401919655
-1.7999999999999985,2.6000000000000054,7275.392466203531
-1.7999999999999985,2.7000000000000055,7686.038573256907
-1.7999999999999985,2.8000000000000056,8145.9091773250175
-1.7999999999999985,2.9000000000000057,8659.401532520182
-1.7999999999999985,3.0000000000000058,9231.245067431406
-1.7999999999999985,3.100000000000006,9866.53338202581
-1.7999999999999985,3.200000000000006,10570.759742500604
-1.7999999999999985,3.300000000000006,11349.856319801354
-1.7999999999999985,3.400000000000006,12210.237425851648
-1.6999999999999984,-3.5,9864.187312501068
-1.6999999999999984,-3.4,9085.709957164436
-1.6999999999999984,-3.3,8381.258421749411
-1.6999999999999984,-3.1999999999999997,7744.706811959293
-1.6999999999999984,-3.0999999999999996,7170.434451241029
-1.6999999999999984,-2.9999999999999996,6653.278384469715
-1.6999999999999984,-2.8999999999999995,6188.490141718944
-1.6999999999999984,-2.7999999999999994,5771.69649974254
-1.6999999999999984,-2.6999999999999993,5398.863987122577
-1.6999999999999984,-2.599999999999999,5066.266887367953
-1.6999999999999984,-2.499999999999999,4770.4585025770975
-1.6999999999999984,-2.399999999999999,4508.245448607767
-1.6999999999999984,-2.299999999999999,4276.664761026217
-1.6999999999999984,-2.199999999999999,4072.9635994373975
-1.6999999999999984,-2.0999999999999988,3894.581346127148
-1.6999999999999984,-1.9999999999999987,3739.133903276739
-1.6999999999999984,-1.8999999999999986,3604.400001339437
-1.6999999999999984,-1.7999999999999985,3488.309339498117
-1.6999999999999984,-1.6999999999999984,3388.9323874523143
-1.6999999999999984,-1.5999999999999983,3304.4716861124252
-1.6999999999999984,-1.4999999999999982,3233.2544931081384
-1.6999999999999984,-1.3999999999999981,3173.726627347513
-1.6999999999999984,-1.299999999999998,3124.447375192472
-1.6999999999999984,-1.199999999999998,3084.0853291458243
-1.6999999999999984,-1.0999999999999979,3051.4150382742773
-1.6999999999999984,-0.9999999999999978,3025.314357921251
-1.6999999999999984,-0.8999999999999977,3004.7623945926503
-1.6999999999999984,-0.7999999999999976,2988.8379502280945
-1.6999999999999984,-0.6999999999999975,2976.7183783994683
-1.6999999999999984,-0.5999999999999974,2967.6787733079796
-1.6999999999999984,-0.49999999999999734,2961.091420780278
-1.6999999999999984,-0.39999999999999725,2956.425448793528
-1.6999999999999984,-0.29999999999999716,2953.246623388679
-1.6999999999999984,-0.19999999999999707,2951.217244160515
-1.6999999999999984,-0.09999999999999698,2950.0961018424305
-1.6999999999999984,3.1086244689504383e-15,2949.7384688332077
-1.6999999999999984,0.1000000000000032,2950.0961018424305
-1.6999999999999984,0.2000000000000033,2951.2172441605153
-1.6999999999999984,0.3000000000000034,2953.246623388679
-1.6999999999999984,0.40000000000000346,2956.4254487935286
-1.6999999999999984,0.5000000000000036,2961.0914207802784
-1.6999999999999984,0.6000000000000036,2967.67877330798
-1.6999999999999984,0.7000000000000037,2976.718378399469
-1.6999999999999984,0.8000000000000038,2988.8379502280955
-1.6999999999999984,0.9000000000000039,3004.762394592651
-1.6999999999999984,1.000000000000004,3025.314357921253
-1.6999999999999984,1.100000000000004,3051.415038274279
-1.6999999999999984,1.2000000000000042,3084.085329145826
-1.6999999999999984,1.3000000000000043,3124.4473751924747
-1.6999999999999984,1.4000000000000044,3173.726627347516
-1.6999999999999984,1.5000000000000044,3233.2544931081425
-1.6999999999999984,1.6000000000000045,3304.4716861124302
-1.6999999999999984,1.7000000000000046,3388.93238745232
-1.6999999999999984,1.8000000000000047,3488.309339498124
-1.6999999999999984,1.9000000000000048,3604.4000013394443
-1.6999999999999984,2.000000000000005,3739.1339032767482
-1.6999999999999984,2.100000000000005,3894.581346127158
-1.6999999999999984,2.200000000000005,4072.9635994374103
-1.6999999999999984,2.300000000000005,4276.664761026231
-1.6999999999999984,2.4000000000000052,4508.245448607782
-1.6999999999999984,2.5000000000000053,4770.458502577115
-1.6999999999999984,2.6000000000000054,5066.266887367972
-1.6999999999999984,2.7000000000000055,5398.863987122599
-1.6999999999999984,2.8000000000000056,5771.696499742564
-1.6999999999999984,2.9000000000000057,6188.490141718972
-1.6999999999999984,3.0000000000000058,6653.278384469746
-1.6999999999999984,3.100000000000006,7170.434451241063
-1.6999999999999984,3.200000000000006,7744.706811959331
-1.6999999999999984,3.300000000000006,8381.258421749451
-1.6999999999999984,3.400000000000006,9085.70995716448
-1.5999999999999983,-3.5,7401.143862329821
-1.5999999999999983,-3.4,6765.593359639023
-1.5999999999999983,-3.3,6192.154061836515
-1.5999999999999983,-3.1999999999999997,5675.385822364737
-1.5999999999999983,-3.0999999999999996,5210.333242328008
-1.5999999999999983,-2.9999999999999996,4792.478174177035
-1.5999999999999983,-2.8999999999999995,4417.696485479253
-1.5999999999999983,-2.7999999999999994,4082.218820400565
-1.5999999999999983,-2.6999999999999993,3782.5951048533584
-1.5999999999999983,-2.599999999999999,3515.662549595078
-1.5999999999999983,-2.499999999999999,3278.5169138909355
-1.5999999999999983,-2.399999999999999,3068.4868006837046
-1.5999999999999983,-2.299999999999999,2883.1107625428926
-1.5999999999999983,-2.199999999999999,2720.1170059949345
-1.5999999999999983,-2.0999999999999988,2577.4054901653913
-1.5999999999999983,-1.9999999999999987,2453.032223993489
-1.5999999999999983,-1.8999999999999986,2345.195574608683
-1.5999999999999983,-1.7999999999999985,2252.2244077882747
-1.5999999999999983,-1.6999999999999984,2172.5678897444577
-1.5999999999999983,-1.5999999999999983,2104.7867878185216
-1.5999999999999983,-1.4999999999999982,2047.5461159892839
-1.5999999999999983,-1.3999999999999981,1999.608979432167
-1.5999999999999983,-1.299999999999998,1959.831480694692
-1.5999999999999983,-1.199999999999998,1927.1585583835
-1.5999999999999983,-1.0999999999999979,1900.6206375873655
-1.5999999999999983,-0.9999999999999978,1879.3309795900104
-1.5999999999999983,-0.8999999999999977,1862.4836267558749
-1.5999999999999983,-0.7999999999999976,1849.3518468013508
-1.5999999999999983,-0.6999999999999975,1839.2869889933277
-1.5999999999999983,-0.5999999999999974,1831.7176731462532
-1.5999999999999983,-0.49999999999999734,1826.1492406182524
-1.5999999999999983,-0.39999999999999725,1822.1634048361996
-1.5999999999999983,-0.29999999999999716,1819.4180472089872
-1.5999999999999983,-0.19999999999999707,1817.647112617579
-1.5999999999999983,-0.09999999999999698,1816.6605669997828
-1.5999999999999983,3.1086244689504383e-15,1816.3443878770283
-1.5999999999999983,0.1000000000000032,1816.6605669997828
-1.5999999999999983,0.2000000000000033,1817.647112617579
-1.5999999999999983,0.3000000000000034,1819.4180472089872
-1.5999999999999983,0.40000000000000346,1822.1634048361996
-1.5999999999999983,0.5000000000000036,1826.1492406182526
-1.5999999999999983,0.6000000000000036,1831.7176731462537
-1.5999999999999983,0.7000000000000037,1839.2869889933281
-1.5999999999999983,0.8000000000000038,1849.3518468013515
-1.5999999999999983,0.9000000000000039,1862.4836267558758
-1.5999999999999983,1.000000000000004,1879.3309795900116
-1.5999999999999983,1.100000000000004,1900.620637587367
-1.5999999999999983,1.2000000000000042,1927.1585583835017
-1.5999999999999983,1.3000000000000043,1959.8314806946942
-1.5999999999999983,1.4000000000000044,1999.6089794321697
-1.5999999999999983,1.5000000000000044,2047.546115989287
-1.5999999999999983,1.6000000000000045,2104.786787818525
-1.5999999999999983,1.7000000000000046,2172.5678897444623
-1.5999999999999983,1.8000000000000047,2252.22440778828
-1.5999999999999983,1.9000000000000048,2345.195574608689
-1.5999999999999983,2.000000000000005,2453.0322239934962
-1.5999999999999983,2.100000000000005,2577.4054901653994
-1.5999999999999983,2.200000000000005,2720.117005994944
-1.5999999999999983,2.300000000000005,2883.1107625429036
-1.5999999999999983,2.4000000000000052,3068.4868006837173
-1.5999999999999983,2.5000000000000053,3278.5169138909496
-1.5999999999999983,2.6000000000000054,3515.6625495950934
-1.5999999999999983,2.7000000000000055,3782.5951048533757
-1.5999999999999983,2.8000000000000056,4082.218820400585
-1.5999999999999983,2.9000000000000057,4417.696485479276
-1.5999999999999983,3.0000000000000058,4792.478174177059
-1.5999999999999983,3.100000000000006,5210.333242328035
-1.5999999999999983,3.200000000000006,5675.385822364768
-1.5999999999999983,3.300000000000006,6192.15406183655
-1.5999999999999983,3.400000000000006,6765.5933596390605
-1.4999999999999982,-3.5,5562.961211341425
-1.4999999999999982,-3.4,5046.217514861229
-1.4999999999999982,-3.3,4581.6978990326525
-1.4999999999999982,-3.1999999999999997,4164.5307568888165
-1.4999999999999982,-3.0999999999999996,3790.3122577936515
-1.4999999999999982,-2.9999999999999996,3455.0588511264077
-1.4999999999999982,-2.8999999999999995,3155.164030052004
-1.4999999999999982,-2.7999999999999994,2887.3590930027585
-1.4999999999999982,-2.6999999999999993,2648.6776488264095
-1.4999999999999982,-2.599999999999999,2436.42361988469
-1.4999999999999982,-2.499999999999999,2248.1425057160322
-1.4999999999999982,-2.399999999999999,2081.5956782053663
-1.4999999999999982,-2.299999999999999,1934.7374875332914
-1.4999999999999982,-2.199999999999999,1805.694966506269
-1.4999999999999982,-2.0999999999999988,1692.7499291988217
-1.4999999999999982,-1.9999999999999987,1594.3232681680727
-1.4999999999999982,-1.8999999999999986,1508.9612628303091
-1.4999999999999982,-1.7999999999999985,1435.323719918598
