"X10RR[1,3]","X10RR[3,3]",Delta_chisquare
-3.3,-3.5,699213.628558259
-3.3,-3.4,689778.1778940324
-3.3,-3.3,681144.0568387028
-3.3,-3.1999999999999997,673263.106230938
-3.3,-3.0999999999999996,666088.9268515389
-3.3,-2.9999999999999996,659576.831927124
-3.3,-2.8999999999999995,653683.8038938985
-3.3,-2.7999999999999994,648368.4551591378
-3.3,-2.6999999999999993,643590.9926063344
-3.3,-2.599999999999999,639313.1855982966
-3.3,-2.499999999999999,635498.3372408113
-3.3,-2.399999999999999,632111.2586778142
-3.3,-2.299999999999999,629118.2461973381
-3.3,-2.199999999999999,626487.0609358441
-3.3,-2.0999999999999988,624186.910976863
-3.3,-1.9999999999999987,622188.4356482101
-3.3,-1.8999999999999986,620463.6918303621
-3.3,-1.7999999999999985,618986.1420969141
-3.3,-1.6999999999999984,617730.6445163671
-3.3,-1.5999999999999983,616673.4439528222
-3.3,-1.4999999999999982,615792.1647114886
-3.3,-1.3999999999999981,615065.8043832434
-3.3,-1.299999999999998,614474.7287508062
-3.3,-1.199999999999998,614000.667627427
-3.3,-1.0999999999999979,613626.7115073085
-3.3,-0.9999999999999978,613337.3089153194
-3.3,-0.8999999999999977,613118.26435188
-3.3,-0.7999999999999976,612956.7367372334
-3.3,-0.6999999999999975,612841.2382676438
-3.3,-0.5999999999999974,612761.6336043945
-3.3,-0.49999999999999734,612709.1393247825
-3.3,-0.39999999999999725,612676.3235726453
-3.3,-0.29999999999999716,612657.1058542725
-3.3,-0.19999999999999707,612646.7569338972
-3.3,-0.09999999999999698,612641.8987912799
-3.3,3.1086244689504383e-15,612640.5046122358
-3.3,0.1000000000000032,612641.8987912799
-3.3,0.2000000000000033,612646.7569338972
-3.3,0.3000000000000034,612657.1058542725
-3.3,0.40000000000000346,612676.3235726453
-3.3,0.5000000000000036,612709.1393247825
-3.3,0.6000000000000036,612761.6336043945
-3.3,0.7000000000000037,612841.2382676438
-3.3,0.8000000000000038,612956.7367372334
-3.3,0.9000000000000039,613118.26435188
-3.3,1.000000000000004,613337.3089153194
-3.3,1.100000000000004,613626.7115073085
-3.3,1.2000000000000042,614000.667627427
-3.3,1.3000000000000043,614474.7287508063
-3.3,1.4000000000000044,615065.8043832434
-3.3,1.5000000000000044,615792.1647114888
-3.3,1.6000000000000045,616673.4439528222
-3.3,1.7000000000000046,617730.6445163672
-3.3,1.8000000000000047,618986.1420969141
-3.3,1.9000000000000048,620463.6918303622
-3.3,2.000000000000005,622188.4356482102
-3.3,2.100000000000005,624186.9109768631
-3.3,2.200000000000005,626487.0609358443
-3.3,2.300000000000005,629118.2461973383
-3.3,2.4000000000000052,632111.2586778144
-3.3,2.5000000000000053,635498.3372408116
-3.3,2.6000000000000054,639313.1855982968
-3.3,2.7000000000000055,643590.9926063347
-3.3,2.8000000000000056,648368.4551591382
-3.3,2.9000000000000057,653683.8038938988
-3.3,3.0000000000000058,659576.8319271243
-3.3,3.100000000000006,666088.9268515394
-3.3,3.200000000000006,673263.1062309385
-3.3,3.300000000000006,681144.0568387033
-3.3,3.400000000000006,689778.177894033
-3.1999999999999997,-3.5,555033.1777690491
-3.1999999999999997,-3.4,546673.3325033485
-3.1999999999999997,-3.3,539024.2893680482
-3.1999999999999997,-3.1999999999999997,532043.1260115594
-3.1999999999999997,-3.0999999999999996,525688.5237017474
-3.1999999999999997,-2.9999999999999996,519920.7198296155
-3.1999999999999997,-2.8999999999999995,514701.46467307647
-3.1999999999999997,-2.7999999999999994,509993.98215843283
-3.1999999999999997,-2.6999999999999993,505762.93436552567
-3.1999999999999997,-2.599999999999999,501974.3895308332
-3.1999999999999997,-2.499999999999999,498595.7933111334
-3.1999999999999997,-2.399999999999999,495595.94307867374
-3.1999999999999997,-2.299999999999999,492944.96502712043
-3.1999999999999997,-2.199999999999999,490614.29387588846
-3.1999999999999997,-2.0999999999999988,488576.65496878413
-3.1999999999999997,-1.9999999999999987,486806.04857121914
-3.1999999999999997,-1.8999999999999986,485277.7361785876
-3.1999999999999997,-1.7999999999999985,483968.22865672334
-3.1999999999999997,-1.6999999999999984,482855.276043687
-3.1999999999999997,-1.5999999999999983,481917.8588504604
-3.1999999999999997,-1.4999999999999982,481136.18070645485
-3.1999999999999997,-1.3999999999999981,480491.6622040701
-3.1999999999999997,-1.299999999999998,479966.93580487015
-3.1999999999999997,-1.199999999999998,479545.84167826996
-3.1999999999999997,-1.0999999999999979,479213.42435195873
-3.1999999999999997,-0.9999999999999978,478955.9300616124
-3.1999999999999997,-0.8999999999999977,478760.8046957798
-3.1999999999999997,-0.7999999999999976,478616.6922401535
-3.1999999999999997,-0.6999999999999975,478513.43363376864
-3.1999999999999997,-0.5999999999999974,478442.0659579999
-3.1999999999999997,-0.49999999999999734,478394.82188755757
-3.1999999999999997,-0.39999999999999725,478365.1293410127
-3.1999999999999997,-0.29999999999999716,478347.61127671023
-3.1999999999999997,-0.19999999999999707,478338.0855882593
-3.1999999999999997,-0.09999999999999698,478333.56506211776
-3.1999999999999997,3.1086244689504383e-15,478332.2573681191
-3.1999999999999997,0.1000000000000032,478333.56506211776
-3.1999999999999997,0.2000000000000033,478338.0855882593
-3.1999999999999997,0.3000000000000034,478347.61127671023
-3.1999999999999997,0.40000000000000346,478365.1293410127
-3.1999999999999997,0.5000000000000036,478394.82188755757
-3.1999999999999997,0.6000000000000036,478442.0659579999
-3.1999999999999997,0.7000000000000037,478513.43363376864
-3.1999999999999997,0.8000000000000038,478616.6922401535
-3.1999999999999997,0.9000000000000039,478760.8046957798
-3.1999999999999997,1.000000000000004,478955.93006161245
-3.1999999999999997,1.100000000000004,479213.42435195873
-3.1999999999999997,1.2000000000000042,479545.84167827
-3.1999999999999997,1.3000000000000043,479966.93580487015
-3.1999999999999997,1.4000000000000044,480491.66220407013
-3.1999999999999997,1.5000000000000044,481136.18070645485
-3.1999999999999997,1.6000000000000045,481917.85885046044
-3.1999999999999997,1.7000000000000046,482855.2760436871
-3.1999999999999997,1.8000000000000047,483968.2286567234
-3.1999999999999997,1.9000000000000048,485277.7361785877
-3.1999999999999997,2.000000000000005,486806.04857121926
-3.1999999999999997,2.100000000000005,488576.65496878425
-3.1999999999999997,2.200000000000005,490614.29387588863
-3.1999999999999997,2.300000000000005,492944.96502712055
-3.1999999999999997,2.4000000000000052,495595.9430786739
-3.1999999999999997,2.5000000000000053,498595.79331113363
-3.1999999999999997,2.6000000000000054,501974.38953083346
-3.1999999999999997,2.7000000000000055,505762.9343655259
-3.1999999999999997,2.8000000000000056,509993.9821584331
-3.1999999999999997,2.9000000000000057,514701.4646730768
-3.1999999999999997,3.0000000000000058,519920.71982961585
-3.1999999999999997,3.100000000000006,525688.5237017478
-3.1999999999999997,3.200000000000006,532043.1260115597
-3.1999999999999997,3.300000000000006,539024.2893680487
-3.1999999999999997,3.400000000000006,546673.332503349
-3.0999999999999996,-3.5,438232.323492137
-3.0999999999999996,-3.4,430852.15954421804
-3.0999999999999996,-3.3,424100.36149964074
-3.0999999999999996,-3.1999999999999997,417938.77521273895
-3.0999999999999996,-3.0999999999999996,412330.70782279543
-3.0999999999999996,-2.9999999999999996,407240.880257726
-3.0999999999999996,-2.8999999999999995,402635.3839978502
-3.0999999999999996,-2.7999999999999994,398481.64183737256
-3.0999999999999996,-2.6999999999999993,394748.3723895312
-3.0999999999999996,-2.599999999999999,391405.5580896961
-3.0999999999999996,-2.499999999999999,388424.41645903164
-3.0999999999999996,-2.399999999999999,385777.3743996667
-3.0999999999999996,-2.299999999999999,383438.0453006437
-3.0999999999999996,-2.199999999999999,381381.20874224877
-3.0999999999999996,-2.0999999999999988,379582.79259465414
-3.0999999999999996,-1.9999999999999987,378019.8573151323
-3.0999999999999996,-1.8999999999999986,376670.5822564329
-3.0999999999999996,-1.7999999999999985,375514.2538072403
-3.0999999999999996,-1.6999999999999984,374531.2551939605
-3.0999999999999996,-1.5999999999999983,373703.0577814154
-3.0999999999999996,-1.4999999999999982,373012.21371835144
-3.0999999999999996,-1.3999999999999981,372442.34978199814
-3.0999999999999996,-1.299999999999998,371978.16228424426
-3.0999999999999996,-1.199999999999998,371605.4129103243
-3.0999999999999996,-1.0999999999999979,371310.9253692418
-3.0999999999999996,-0.9999999999999978,371082.58274348214
-3.0999999999999996,-0.8999999999999977,370909.325433898
-3.0999999999999996,-0.7999999999999976,370781.1496039811
-3.0999999999999996,-0.6999999999999975,370689.1060360603
-3.0999999999999996,-0.5999999999999974,370625.29932029895
-3.0999999999999996,-0.49999999999999734,370582.8873056908
-3.0999999999999996,-0.39999999999999725,370556.08075058524
-3.0999999999999996,-0.29999999999999716,370540.1431186005
-3.0999999999999996,-0.19999999999999707,370531.3904741135
-3.0999999999999996,-0.09999999999999698,370527.19143984525
-3.0999999999999996,3.1086244689504383e-15,370525.9671873868
-3.0999999999999996,0.1000000000000032,370527.19143984525
-3.0999999999999996,0.2000000000000033,370531.3904741135
-3.0999999999999996,0.3000000000000034,370540.1431186005
-3.0999999999999996,0.40000000000000346,370556.08075058524
-3.0999999999999996,0.5000000000000036,370582.8873056908
-3.0999999999999996,0.6000000000000036,370625.29932029895
-3.0999999999999996,0.7000000000000037,370689.1060360603
-3.0999999999999996,0.8000000000000038,370781.1496039811
-3.0999999999999996,0.9000000000000039,370909.325433898
-3.0999999999999996,1.000000000000004,371082.58274348214
-3.0999999999999996,1.100000000000004,371310.92536924186
-3.0999999999999996,1.2000000000000042,371605.41291032435
-3.0999999999999996,1.3000000000000043,371978.16228424426
-3.0999999999999996,1.4000000000000044,372442.3497819982
-3.0999999999999996,1.5000000000000044,373012.21371835144
-3.0999999999999996,1.6000000000000045,373703.05778141547
-3.0999999999999996,1.7000000000000046,374531.25519396056
-3.0999999999999996,1.8000000000000047,375514.25380724034
-3.0999999999999996,1.9000000000000048,376670.582256433
-3.0999999999999996,2.000000000000005,378019.85731513234
-3.0999999999999996,2.100000000000005,379582.79259465425
-3.0999999999999996,2.200000000000005,381381.20874224894
-3.0999999999999996,2.300000000000005,383438.04530064383
-3.0999999999999996,2.4000000000000052,385777.37439966685
-3.0999999999999996,2.5000000000000053,388424.4164590318
-3.0999999999999996,2.6000000000000054,391405.55808969634
-3.0999999999999996,2.7000000000000055,394748.37238953146
-3.0999999999999996,2.8000000000000056,398481.6418373728
-3.0999999999999996,2.9000000000000057,402635.3839978504
-3.0999999999999996,3.0000000000000058,407240.8802577263
-3.0999999999999996,3.100000000000006,412330.7078227958
-3.0999999999999996,3.200000000000006,417938.7752127393
-3.0999999999999996,3.300000000000006,424100.36149964115
-3.0999999999999996,3.400000000000006,430852.1595442185
-2.9999999999999996,-3.5,344143.6731985653
-2.9999999999999996,-3.4,337653.156662373
-2.9999999999999996,-3.3,331716.1636360366
-2.9999999999999996,-3.1999999999999997,326298.86840141827
-2.9999999999999996,-3.0999999999999996,321368.777318537
-2.9999999999999996,-2.9999999999999996,316894.6813292531
-2.9999999999999996,-2.8999999999999995,312846.6127210385
-2.9999999999999996,-2.7999999999999994,309195.8058884587
-2.9999999999999996,-2.6999999999999993,305914.6618383204
-2.9999999999999996,-2.599999999999999,302976.7161927704
-2.9999999999999996,-2.499999999999999,300356.61045295827
-2.9999999999999996,-2.399999999999999,298030.06629420584
-2.9999999999999996,-2.299999999999999,295973.8626719569
-2.9999999999999996,-2.199999999999999,294165.81552610686
-2.9999999999999996,-2.0999999999999988,292584.7598796453
-2.9999999999999996,-1.9999999999999987,291210.53413587046
-2.9999999999999996,-1.8999999999999986,290023.9663867656
-2.9999999999999996,-1.7999999999999985,289006.86255345686
-2.9999999999999996,-1.6999999999999984,288141.99618800014
-2.9999999999999996,-1.5999999999999983,287413.09977407544
-2.9999999999999996,-1.4999999999999982,286804.8573724951
-2.9999999999999996,-1.3999999999999981,286302.8984657632
-2.9999999999999996,-1.299999999999998,285893.79286425066
-2.9999999999999996,-1.199999999999998,285565.0465448826
-2.9999999999999996,-1.0999999999999979,285305.09830156097
-2.9999999999999996,-0.9999999999999978,285103.31709487794
-2.9999999999999996,-0.8999999999999977,284949.999997001
-2.9999999999999996,-0.7999999999999976,284836.3706359448
-2.9999999999999996,-0.6999999999999975,284754.5780517693
-2.9999999999999996,-0.5999999999999974,284697.69588557683
-2.9999999999999996,-0.49999999999999734,284659.72183050856
-2.9999999999999996,-0.39999999999999725,284635.5772822692
-2.9999999999999996,-0.29999999999999716,284621.1071350404
-2.9999999999999996,-0.19999999999999707,284613.0796769709
-2.9999999999999996,-0.09999999999999698,284609.1865477612
-2.9999999999999996,3.1086244689504383e-15,284608.0427291903
-2.9999999999999996,0.1000000000000032,284609.1865477612
-2.9999999999999996,0.2000000000000033,284613.0796769709
-2.9999999999999996,0.3000000000000034,284621.1071350404
-2.9999999999999996,0.40000000000000346,284635.5772822692
-2.9999999999999996,0.5000000000000036,284659.72183050856
-2.9999999999999996,0.6000000000000036,284697.69588557683
-2.9999999999999996,0.7000000000000037,284754.5780517693
-2.9999999999999996,0.8000000000000038,284836.3706359448
-2.9999999999999996,0.9000000000000039,284949.999997001
-2.9999999999999996,1.000000000000004,285103.31709487794
-2.9999999999999996,1.100000000000004,285305.098301561
-2.9999999999999996,1.2000000000000042,285565.0465448826
-2.9999999999999996,1.3000000000000043,285893.7928642507
-2.9999999999999996,1.4000000000000044,286302.89846576325
-2.9999999999999996,1.5000000000000044,286804.8573724952
-2.9999999999999996,1.6000000000000045,287413.09977407544
-2.9999999999999996,1.7000000000000046,288141.9961880002
-2.9999999999999996,1.8000000000000047,289006.8625534569
-2.9999999999999996,1.9000000000000048,290023.96638676565
-2.9999999999999996,2.000000000000005,291210.5341358705
-2.9999999999999996,2.100000000000005,292584.7598796454
-2.9999999999999996,2.200000000000005,294165.8155261069
-2.9999999999999996,2.300000000000005,295973.862671957
-2.9999999999999996,2.4000000000000052,298030.06629420596
-2.9999999999999996,2.5000000000000053,300356.6104529584
-2.9999999999999996,2.6000000000000054,302976.7161927706
-2.9999999999999996,2.7000000000000055,305914.6618383206
-2.9999999999999996,2.8000000000000056,309195.8058884589
-2.9999999999999996,2.9000000000000057,312846.61272103875
-2.9999999999999996,3.0000000000000058,316894.6813292533
-2.9999999999999996,3.100000000000006,321368.7773185373
-2.9999999999999996,3.200000000000006,326298.86840141856
-2.9999999999999996,3.300000000000006,331716.163636037
-2.9999999999999996,3.400000000000006,337653.1566623734
-2.8999999999999995,-3.5,268790.88120525674
-2.8999999999999995,-3.4,263105.6813597529
-2.8999999999999995,-3.3,257906.2748373703
-2.8999999999999995,-3.1999999999999997,253162.75247943832
-2.8999999999999995,-3.0999999999999996,248846.42029322023
-2.8999999999999995,-2.9999999999999996,244929.7519555976
-2.8999999999999995,-2.8999999999999995,241386.34557684095
-2.8999999999999995,-2.7999999999999994,238190.88446209117
-2.8999999999999995,-2.6999999999999993,235319.1016165077
-2.8999999999999995,-2.599999999999999,232747.74774836705
-2.8999999999999995,-2.499999999999999,230454.56253272563
-2.8999999999999995,-2.399999999999999,228418.24890658932
-2.8999999999999995,-2.299999999999999,226618.4501748628
-2.8999999999999995,-2.199999999999999,225035.7297146798
-2.8999999999999995,-2.0999999999999988,223651.55307404508
-2.8999999999999995,-1.9999999999999987,222448.27226904914
-2.8999999999999995,-1.8999999999999986,221409.11209224482
-2.8999999999999995,-1.7999999999999985,220518.15825310472
-2.8999999999999995,-1.6999999999999984,219760.34717980845
-2.8999999999999995,-1.5999999999999983,219121.45731993674
-2.8999999999999995,-1.4999999999999982,218588.10178597982
-2.8999999999999995,-1.3999999999999981,218147.7221998966
-2.8999999999999995,-1.299999999999998,217788.5835992902
-2.8999999999999995,-1.199999999999998,217499.77027609473
-2.8999999999999995,-1.0999999999999979,217271.18242699857
-2.8999999999999995,-0.9999999999999978,217093.5335031571
-2.8999999999999995,-0.8999999999999977,216958.34815507833
-2.8999999999999995,-0.7999999999999976,216857.96067689444
-2.8999999999999995,-0.6999999999999975,216785.51386255998
-2.8999999999999995,-0.5999999999999974,216734.95819484917
-2.8999999999999995,-0.49999999999999734,216701.05129635188
-2.8999999999999995,-0.39999999999999725,216679.35757999888
-2.8999999999999995,-0.29999999999999716,216666.24804497484
-2.8999999999999995,-0.19999999999999707,216658.90017220864
-2.8999999999999995,-0.09999999999999698,216655.297881958
-2.8999999999999995,3.1086244689504383e-15,216654.2315243363
-2.8999999999999995,0.1000000000000032,216655.297881958
-2.8999999999999995,0.2000000000000033,216658.90017220864
-2.8999999999999995,0.3000000000000034,216666.24804497484
-2.8999999999999995,0.40000000000000346,216679.35757999888
-2.8999999999999995,0.5000000000000036,216701.05129635188
-2.8999999999999995,0.6000000000000036,216734.95819484917
-2.8999999999999995,0.7000000000000037,216785.51386255998
-2.8999999999999995,0.8000000000000038,216857.96067689444
-2.8999999999999995,0.9000000000000039,216958.34815507836
-2.8999999999999995,1.000000000000004,217093.5335031571
-2.8999999999999995,1.100000000000004,217271.1824269986
-2.8999999999999995,1.2000000000000042,217499.77027609473
-2.8999999999999995,1.3000000000000043,217788.58359929023
-2.8999999999999995,1.4000000000000044,218147.72219989664
-2.8999999999999995,1.5000000000000044,218588.10178597984
-2.8999999999999995,1.6000000000000045,219121.45731993677
-2.8999999999999995,1.7000000000000046,219760.3471798085
-2.8999999999999995,1.8000000000000047,220518.15825310478
-2.8999999999999995,1.9000000000000048,221409.11209224488
-2.8999999999999995,2.000000000000005,222448.27226904922
-2.8999999999999995,2.100000000000005,223651.55307404514
-2.8999999999999995,2.200000000000005,225035.72971467988
-2.8999999999999995,2.300000000000005,226618.45017486293
-2.8999999999999995,2.4000000000000052,228418.24890658943
-2.8999999999999995,2.5000000000000053,230454.56253272577
-2.8999999999999995,2.6000000000000054,232747.74774836723
-2.8999999999999995,2.7000000000000055,235319.10161650786
-2.8999999999999995,2.8000000000000056,238190.88446209134
-2.8999999999999995,2.9000000000000057,241386.34557684115
-2.8999999999999995,3.0000000000000058,244929.75195559784
-2.8999999999999995,3.100000000000006,248846.42029322046
-2.8999999999999995,3.200000000000006,253162.7524794386
-2.8999999999999995,3.300000000000006,257906.27483737058
-2.8999999999999995,3.400000000000006,263105.6813597532
-2.7999999999999994,-3.5,208803.7232130826
-2.7999999999999994,-3.4,203845.02553257305
-2.7999999999999994,-3.3,199311.03735942286
-2.7999999999999994,-3.1999999999999997,195175.38122160788
-2.7999999999999994,-3.0999999999999996,191412.78938955584
-2.7999999999999994,-2.9999999999999996,187999.05637983102
-2.7999999999999994,-2.8999999999999995,184910.9957189044
-2.7999999999999994,-2.7999999999999994,182126.40070463548
-2.7999999999999994,-2.6999999999999993,179624.0089114203
-2.7999999999999994,-2.599999999999999,177383.47019329006
-2.7999999999999994,-2.499999999999999,175385.31794757367
-2.7999999999999994,-2.399999999999999,173610.94341006773
-2.7999999999999994,-2.299999999999999,172042.57276098558
-2.7999999999999994,-2.199999999999999,170663.24682928753
-2.7999999999999994,-2.0999999999999988,169456.80319132312
-2.7999999999999994,-1.9999999999999987,168407.86046804555
-2.7999999999999994,-1.8999999999999986,167501.80463338832
-2.7999999999999994,-1.7999999999999985,166724.77715472277
-2.7999999999999994,-1.6999999999999984,166063.66479464527
-2.7999999999999994,-1.5999999999999983,165506.09091167126
-2.7999999999999994,-1.4999999999999982,165040.4081057438
-2.7999999999999994,-1.3999999999999981,164655.69206279254
-2.7999999999999994,-1.299999999999998,164341.73646090936
-2.7999999999999994,-1.199999999999998,164089.04880903527
-2.7999999999999994,-1.0999999999999979,163888.84709738343
-2.7999999999999994,-0.9999999999999978,163733.05714715202
-2.7999999999999994,-0.8999999999999977,163614.31055541
-2.7999999999999994,-0.7999999999999976,163525.9431393683
-2.7999999999999994,-0.6999999999999975,163461.9937925784
-2.7999999999999994,-0.5999999999999974,163417.20367392944
-2.7999999999999994,-0.49999999999999734,163387.0156586442
-2.7999999999999994,-0.39999999999999725,163367.5739888043
-2.7999999999999994,-0.29999999999999716,163355.72406926344
-2.7999999999999994,-0.19999999999999707,163349.0123631374
-2.7999999999999994,-0.09999999999999698,163345.68634938885
-2.7999999999999994,3.1086244689504383e-15,163344.6945133542
-2.7999999999999994,0.1000000000000032,163345.68634938885
-2.7999999999999994,0.2000000000000033,163349.0123631374
-2.7999999999999994,0.3000000000000034,163355.72406926344
-2.7999999999999994,0.40000000000000346,163367.5739888043
-2.7999999999999994,0.5000000000000036,163387.0156586442
-2.7999999999999994,0.6000000000000036,163417.20367392944
-2.7999999999999994,0.7000000000000037,163461.9937925784
-2.7999999999999994,0.8000000000000038,163525.9431393683
-2.7999999999999994,0.9000000000000039,163614.31055541
-2.7999999999999994,1.000000000000004,163733.05714715202
-2.7999999999999994,1.100000000000004,163888.84709738343
-2.7999999999999994,1.2000000000000042,164089.04880903527
-2.7999999999999994,1.3000000000000043,164341.7364609094
-2.7999999999999994,1.4000000000000044,164655.69206279257
-2.7999999999999994,1.5000000000000044,165040.40810574382
-2.7999999999999994,1.6000000000000045,165506.0909116713
-2.7999999999999994,1.7000000000000046,166063.6647946453
-2.7999999999999994,1.8000000000000047,166724.77715472283
-2.7999999999999994,1.9000000000000048,167501.80463338835
-2.7999999999999994,2.000000000000005,168407.86046804563
-2.7999999999999994,2.100000000000005,169456.8031913232
-2.7999999999999994,2.200000000000005,170663.24682928761
-2.7999999999999994,2.300000000000005,172042.57276098567
-2.7999999999999994,2.4000000000000052,173610.94341006782
-2.7999999999999994,2.5000000000000053,175385.31794757379
-2.7999999999999994,2.6000000000000054,177383.47019329018
