Bin , nEvents , Efficiencies
152.41,5,0.0002
165.05,3,0.00012
178.75,4,0.00016
193.57,3,0.00012
209.63,7,0.00028
227.02,10,0.0004
245.86,9,0.00036
266.25,12,0.00048
288.34,15,0.0006
312.26,29,0.00116
338.16,34,0.00136
366.21,40,0.0016
396.59,68,0.00272
429.49,60,0.0024
465.12,101,0.00404
503.71,87,0.00348
545.49,119,0.00476
590.74,142,0.00568
639.75,200,0.008
692.82,232,0.00928
750.29,211,0.00844
812.54,264,0.01056
879.94,282,0.01128
952.94,344,0.01376
1032,370,0.0148
1117.6,411,0.01644
1210.3,436,0.01744
1310.7,481,0.01924
1419.4,493,0.01972
1537.2,502,0.02008
1664.7,519,0.02076
1802.8,526,0.02104
1952.4,511,0.02044
2114.3,479,0.01916
2289.7,435,0.0174
2479.7,411,0.01644
