Bin , nEvents , Efficiencies
50,6,0.00012
70,35,0.0007
80,50,0.001
90,74,0.00148
100,108,0.00216
120,110,0.0022
140,69,0.00138
160,61,0.00122
180,49,0.00098
200,46,0.00092
220,26,0.00052
240,32,0.00064
260,22,0.00044
280,16,0.00032
300,19,0.00038
320,10,0.0002
340,17,0.00034
360,21,0.00042
400,30,0.0006
500,20,0.0004
600,18,0.00036
700,10,0.0002
800,10,0.0002
