Bin , nEvents , Efficiencies
150,143,0.00572
160,175,0.007
170,144,0.00576
180,150,0.006
190,140,0.0056
200,311,0.01244
220,329,0.01316
240,284,0.01136
260,330,0.0132
280,311,0.01244
300,272,0.01088
320,273,0.01092
340,284,0.01136
360,261,0.01044
380,259,0.01036
400,268,0.01072
420,243,0.00972
440,231,0.00924
460,227,0.00908
480,186,0.00744
500,194,0.00776
520,162,0.00648
540,200,0.008
560,171,0.00684
580,148,0.00592
600,263,0.01052
630,223,0.00892
660,227,0.00908
690,195,0.0078
720,189,0.00756
750,183,0.00732
780,185,0.0074
810,159,0.00636
840,143,0.00572
870,137,0.00548
900,233,0.00932
950,189,0.00756
1000,194,0.00776
1050,148,0.00592
1100,135,0.0054
1150,160,0.0064
1200,124,0.00496
1250,141,0.00564
1310,98,0.00392
1370,102,0.00408
1430,95,0.0038
1490,88,0.00352
1550,71,0.00284
1610,91,0.00364
1680,73,0.00292
1750,66,0.00264
1820,50,0.002
1890,70,0.0028
1970,53,0.00212
2050,48,0.00192
