Bin , nEvents , Efficiencies
50,11,0.00044
100,8,0.00032
150,4,0.00016
200,6,0.00024
250,3,0.00012
300,8,0.00032
350,1,4e-05
400,6,0.00024
500,10,0.0004
600,66,0.00264
