Bin , nEvents , Efficiencies
150,371,0.00742
160,394,0.00788
170,399,0.00798
180,446,0.00892
190,382,0.00764
200,837,0.01674
220,777,0.01554
240,807,0.01614
260,760,0.0152
280,731,0.01462
300,697,0.01394
320,669,0.01338
340,643,0.01286
360,628,0.01256
380,600,0.012
400,596,0.01192
420,508,0.01016
440,477,0.00954
460,447,0.00894
480,490,0.0098
500,470,0.0094
520,420,0.0084
540,396,0.00792
560,397,0.00794
580,330,0.0066
600,513,0.01026
630,420,0.0084
660,396,0.00792
690,378,0.00756
720,371,0.00742
750,333,0.00666
780,270,0.0054
810,272,0.00544
840,266,0.00532
870,223,0.00446
900,344,0.00688
950,281,0.00562
1000,240,0.0048
1050,198,0.00396
1100,159,0.00318
1150,150,0.003
1200,104,0.00208
1250,116,0.00232
1310,107,0.00214
1370,80,0.0016
1430,76,0.00152
1490,58,0.00116
1550,42,0.00084
1610,47,0.00094
1680,39,0.00078
1750,28,0.00056
1820,19,0.00038
1890,29,0.00058
1970,27,0.00054
2050,12,0.00024
