Bin , nEvents , Efficiencies
152.41,59,0.00118
165.05,81,0.00162
178.75,96,0.00192
193.57,143,0.00286
209.63,165,0.0033
227.02,213,0.00426
245.86,273,0.00546
266.25,308,0.00616
288.34,376,0.00752
312.26,396,0.00792
338.16,462,0.00924
366.21,579,0.01158
396.59,703,0.01406
429.49,782,0.01564
465.12,942,0.01884
503.71,1040,0.0208
545.49,1205,0.0241
590.74,1316,0.02632
639.75,1522,0.03044
692.82,1655,0.0331
750.29,1811,0.03622
812.54,1983,0.03966
879.94,1946,0.03892
952.94,2015,0.0403
1032,2069,0.04138
1117.6,2090,0.0418
1210.3,1931,0.03862
1310.7,1892,0.03784
1419.4,1665,0.0333
1537.2,1424,0.02848
1664.7,1258,0.02516
1802.8,1046,0.02092
1952.4,780,0.0156
2114.3,609,0.01218
2289.7,438,0.00876
2479.7,344,0.00688
