Bin , nEvents , Efficiencies
152.41,163,0.00326
165.05,198,0.00396
178.75,228,0.00456
193.57,309,0.00618
209.63,335,0.0067
227.02,393,0.00786
245.86,479,0.00958
266.25,564,0.01128
288.34,647,0.01294
312.26,756,0.01512
338.16,858,0.01716
366.21,1065,0.0213
396.59,1062,0.02124
429.49,1288,0.02576
465.12,1411,0.02822
503.71,1562,0.03124
545.49,1705,0.0341
590.74,1701,0.03402
639.75,1858,0.03716
692.82,1909,0.03818
750.29,1948,0.03896
812.54,1945,0.0389
879.94,1958,0.03916
952.94,1893,0.03786
1032,1744,0.03488
1117.6,1582,0.03164
1210.3,1354,0.02708
1310.7,1226,0.02452
1419.4,1001,0.02002
1537.2,825,0.0165
1664.7,633,0.01266
1802.8,487,0.00974
1952.4,353,0.00706
2114.3,233,0.00466
2289.7,178,0.00356
2479.7,85,0.0017
