Bin , nEvents , Efficiencies
150,1001,0.02002
160,949,0.01898
170,882,0.01764
180,740,0.0148
190,612,0.01224
200,1228,0.02456
220,1089,0.02178
240,868,0.01736
260,795,0.0159
280,748,0.01496
300,604,0.01208
320,574,0.01148
340,544,0.01088
360,412,0.00824
380,380,0.0076
400,378,0.00756
420,340,0.0068
440,288,0.00576
460,268,0.00536
480,246,0.00492
500,211,0.00422
520,191,0.00382
540,201,0.00402
560,184,0.00368
580,138,0.00276
600,186,0.00372
630,186,0.00372
660,180,0.0036
690,174,0.00348
720,133,0.00266
750,108,0.00216
780,111,0.00222
810,95,0.0019
840,96,0.00192
870,82,0.00164
900,132,0.00264
950,120,0.0024
1000,80,0.0016
1050,50,0.001
1100,78,0.00156
1150,55,0.0011
1200,51,0.00102
1250,60,0.0012
1310,36,0.00072
1370,42,0.00084
1430,29,0.00058
1490,30,0.0006
1550,24,0.00048
1610,26,0.00052
1680,24,0.00048
1750,6,0.00012
1820,14,0.00028
1890,8,0.00016
1970,13,0.00026
2050,2,4e-05
