Bin , nEvents , Efficiencies
152.41,941,0.03764
165.05,944,0.03776
178.75,877,0.03508
193.57,923,0.03692
209.63,772,0.03088
227.02,731,0.02924
245.86,595,0.0238
266.25,589,0.02356
288.34,521,0.02084
312.26,443,0.01772
338.16,423,0.01692
366.21,354,0.01416
396.59,311,0.01244
429.49,244,0.00976
465.12,241,0.00964
503.71,179,0.00716
545.49,183,0.00732
590.74,150,0.006
639.75,113,0.00452
692.82,97,0.00388
750.29,61,0.00244
812.54,57,0.00228
879.94,40,0.0016
952.94,34,0.00136
1032,23,0.00092
1117.6,24,0.00096
1210.3,21,0.00084
1310.7,15,0.0006
1419.4,12,0.00048
1537.2,9,0.00036
1664.7,4,0.00016
1802.8,1,4e-05
1952.4,3,0.00012
2114.3,2,8e-05
2289.7,0,0
2479.7,1,4e-05
