Bin , nEvents , Efficiencies
150,0,0.0
160,1,2e-05
170,2,4e-05
180,3,6e-05
190,6,0.00012
200,4,8e-05
220,6,0.00012
240,26,0.00052
260,16,0.00032
280,23,0.00046
300,33,0.00066
320,30,0.0006
340,50,0.001
360,38,0.00076
380,41,0.00082
400,45,0.0009
420,50,0.001
440,61,0.00122
460,59,0.00118
480,92,0.00184
500,105,0.0021
520,72,0.00144
540,68,0.00136
560,83,0.00166
580,111,0.00222
600,156,0.00312
630,173,0.00346
660,164,0.00328
690,196,0.00392
720,188,0.00376
750,206,0.00412
780,199,0.00398
810,208,0.00416
840,214,0.00428
870,234,0.00468
900,328,0.00656
950,305,0.0061
1000,363,0.00726
1050,393,0.00786
1100,365,0.0073
1150,382,0.00764
1200,372,0.00744
1250,557,0.01114
1310,516,0.01032
1370,573,0.01146
1430,532,0.01064
1490,481,0.00962
1550,566,0.01132
1610,555,0.0111
1680,652,0.01304
1750,614,0.01228
1820,556,0.01112
1890,657,0.01314
1970,614,0.01228
2050,618,0.01236
