Bin , nEvents , Efficiencies
152.41,648,0.01296
165.05,714,0.01428
178.75,803,0.01606
193.57,894,0.01788
209.63,1002,0.02004
227.02,1052,0.02104
245.86,1114,0.02228
266.25,1131,0.02262
288.34,1248,0.02496
312.26,1282,0.02564
338.16,1311,0.02622
366.21,1356,0.02712
396.59,1362,0.02724
429.49,1377,0.02754
465.12,1368,0.02736
503.71,1306,0.02612
545.49,1328,0.02656
590.74,1257,0.02514
639.75,1205,0.0241
692.82,1212,0.02424
750.29,1082,0.02164
812.54,963,0.01926
879.94,842,0.01684
952.94,776,0.01552
1032,674,0.01348
1117.6,562,0.01124
1210.3,474,0.00948
1310.7,395,0.0079
1419.4,292,0.00584
1537.2,211,0.00422
1664.7,152,0.00304
1802.8,90,0.0018
1952.4,77,0.00154
2114.3,45,0.0009
2289.7,35,0.0007
2479.7,15,0.0003
