bin_HH,nEvents,Efficiencies
50,6,0.00012
100,3,6e-05
150,12,0.00024
200,7,0.00014
250,8,0.00016
300,3,6e-05
350,3,6e-05
400,18,0.00036
500,8,0.00016
600,51,0.00102
