Bin , nEvents , Efficiencies
152.41,126,0.00504
165.05,165,0.0066
178.75,198,0.00792
193.57,222,0.00888
209.63,244,0.00976
227.02,272,0.01088
245.86,300,0.012
266.25,380,0.0152
288.34,365,0.0146
312.26,419,0.01676
338.16,459,0.01836
366.21,481,0.01924
396.59,469,0.01876
429.49,544,0.02176
465.12,585,0.0234
503.71,601,0.02404
545.49,643,0.02572
590.74,654,0.02616
639.75,695,0.0278
692.82,714,0.02856
750.29,732,0.02928
812.54,737,0.02948
879.94,710,0.0284
952.94,726,0.02904
1032,657,0.02628
1117.6,677,0.02708
1210.3,625,0.025
1310.7,572,0.02288
1419.4,559,0.02236
1537.2,493,0.01972
1664.7,513,0.02052
1802.8,410,0.0164
1952.4,365,0.0146
2114.3,272,0.01088
2289.7,257,0.01028
2479.7,195,0.0078
