Bin , nEvents , Efficiencies
50,9,0.00036
100,2,8e-05
150,9,0.00036
200,4,0.00016
250,1,4e-05
300,4,0.00016
350,5,0.0002
400,9,0.00036
500,2,8e-05
600,49,0.00196
