Bin , nEvents , Efficiencies
50,22,0.00088
100,26,0.00104
150,10,0.0004
200,15,0.0006
250,12,0.00048
300,15,0.0006
350,12,0.00048
400,17,0.00068
500,21,0.00084
600,108,0.00432
