Bin , nEvents , Efficiencies
150,147,0.00294
160,159,0.00318
170,150,0.003
180,151,0.00302
190,159,0.00318
200,345,0.0069
220,354,0.00708
240,347,0.00694
260,372,0.00744
280,359,0.00718
300,416,0.00832
320,375,0.0075
340,366,0.00732
360,361,0.00722
380,402,0.00804
400,455,0.0091
420,430,0.0086
440,351,0.00702
460,357,0.00714
480,346,0.00692
500,395,0.0079
520,340,0.0068
540,322,0.00644
560,363,0.00726
580,322,0.00644
600,475,0.0095
630,468,0.00936
660,481,0.00962
690,475,0.0095
720,432,0.00864
750,444,0.00888
780,384,0.00768
810,434,0.00868
840,396,0.00792
870,353,0.00706
900,614,0.01228
950,588,0.01176
1000,552,0.01104
1050,487,0.00974
1100,452,0.00904
1150,476,0.00952
1200,430,0.0086
1250,482,0.00964
1310,451,0.00902
1370,402,0.00804
1430,402,0.00804
1490,339,0.00678
1550,324,0.00648
1610,352,0.00704
1680,328,0.00656
1750,275,0.0055
1820,291,0.00582
1890,305,0.0061
1970,256,0.00512
2050,222,0.00444
