bin_HH,nEvents,Efficiencies
150,0,0.0
200,2,4e-05
250,1,2e-05
300,1,2e-05
350,1,2e-05
400,0,0.0
450,4,8e-05
500,9,0.00018
600,10,0.0002
700,22,0.00044
800,16,0.00032
900,28,0.00056
1000,23,0.00046
1150,102,0.00204
