Bin , nEvents , Efficiencies
152.41,244,0.00488
165.05,263,0.00526
178.75,300,0.006
193.57,380,0.0076
209.63,413,0.00826
227.02,477,0.00954
245.86,555,0.0111
266.25,636,0.01272
288.34,724,0.01448
312.26,749,0.01498
338.16,807,0.01614
366.21,848,0.01696
396.59,956,0.01912
429.49,1098,0.02196
465.12,1214,0.02428
503.71,1287,0.02574
545.49,1272,0.02544
590.74,1420,0.0284
639.75,1471,0.02942
692.82,1480,0.0296
750.29,1538,0.03076
812.54,1563,0.03126
879.94,1643,0.03286
952.94,1536,0.03072
1032,1527,0.03054
1117.6,1533,0.03066
1210.3,1487,0.02974
1310.7,1335,0.0267
1419.4,1313,0.02626
1537.2,1065,0.0213
1664.7,1042,0.02084
1802.8,889,0.01778
1952.4,797,0.01594
2114.3,603,0.01206
2289.7,467,0.00934
2479.7,303,0.00606
