Bin , nEvents , Efficiencies
150,58,0.00116
200,166,0.00332
250,160,0.0032
300,178,0.00356
350,134,0.00268
400,112,0.00224
450,129,0.00258
500,176,0.00352
600,122,0.00244
700,80,0.0016
800,64,0.00128
900,55,0.0011
1000,54,0.00108
1150,58,0.00116
