Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,2,4e-05
193.57,3,6e-05
209.63,4,8e-05
227.02,4,8e-05
245.86,15,0.0003
266.25,6,0.00012
288.34,18,0.00036
312.26,22,0.00044
338.16,31,0.00062
366.21,35,0.0007
396.59,47,0.00094
429.49,79,0.00158
465.12,102,0.00204
503.71,128,0.00256
545.49,155,0.0031
590.74,206,0.00412
639.75,223,0.00446
692.82,294,0.00588
750.29,356,0.00712
812.54,384,0.00768
879.94,476,0.00952
952.94,566,0.01132
1032,628,0.01256
1117.6,737,0.01474
1210.3,838,0.01676
1310.7,1009,0.02018
1419.4,1096,0.02192
1537.2,1246,0.02492
1664.7,1432,0.02864
1802.8,1443,0.02886
1952.4,1613,0.03226
2114.3,1689,0.03378
2289.7,1760,0.0352
2479.7,1758,0.03516
