Bin , nEvents , Efficiencies
152.41,7,0.00014
165.05,30,0.0006
178.75,37,0.00074
193.57,56,0.00112
209.63,72,0.00144
227.02,85,0.0017
245.86,132,0.00264
266.25,161,0.00322
288.34,208,0.00416
312.26,234,0.00468
338.16,276,0.00552
366.21,354,0.00708
396.59,373,0.00746
429.49,472,0.00944
465.12,537,0.01074
503.71,561,0.01122
545.49,668,0.01336
590.74,832,0.01664
639.75,878,0.01756
692.82,1080,0.0216
750.29,1185,0.0237
812.54,1328,0.02656
879.94,1393,0.02786
952.94,1625,0.0325
1032,1662,0.03324
1117.6,1896,0.03792
1210.3,2007,0.04014
1310.7,2125,0.0425
1419.4,2148,0.04296
1537.2,2200,0.044
1664.7,2166,0.04332
1802.8,2026,0.04052
1952.4,1749,0.03498
2114.3,1635,0.0327
2289.7,1407,0.02814
2479.7,1076,0.02152
