Bin , nEvents , Efficiencies
150,139,0.00556
160,154,0.00616
170,169,0.00676
180,137,0.00548
190,167,0.00668
200,358,0.01432
220,321,0.01284
240,334,0.01336
260,319,0.01276
280,324,0.01296
300,310,0.0124
320,282,0.01128
340,275,0.011
360,280,0.0112
380,277,0.01108
400,258,0.01032
420,269,0.01076
440,238,0.00952
460,249,0.00996
480,213,0.00852
500,194,0.00776
520,201,0.00804
540,183,0.00732
560,172,0.00688
580,161,0.00644
600,277,0.01108
630,239,0.00956
660,205,0.0082
690,198,0.00792
720,227,0.00908
750,170,0.0068
780,150,0.006
810,166,0.00664
840,161,0.00644
870,131,0.00524
900,211,0.00844
950,197,0.00788
1000,166,0.00664
1050,168,0.00672
1100,131,0.00524
1150,126,0.00504
1200,109,0.00436
1250,103,0.00412
1310,103,0.00412
1370,93,0.00372
1430,73,0.00292
1490,65,0.0026
1550,52,0.00208
1610,65,0.0026
1680,61,0.00244
1750,43,0.00172
1820,48,0.00192
1890,39,0.00156
1970,44,0.00176
2050,32,0.00128
