Bin , nEvents , Efficiencies
150,372,0.00744
160,414,0.00828
170,407,0.00814
180,364,0.00728
190,367,0.00734
200,722,0.01444
220,787,0.01574
240,769,0.01538
260,637,0.01274
280,696,0.01392
300,681,0.01362
320,643,0.01286
340,635,0.0127
360,589,0.01178
380,559,0.01118
400,517,0.01034
420,486,0.00972
440,496,0.00992
460,488,0.00976
480,466,0.00932
500,450,0.009
520,410,0.0082
540,365,0.0073
560,366,0.00732
580,325,0.0065
600,468,0.00936
630,478,0.00956
660,446,0.00892
690,398,0.00796
720,375,0.0075
750,345,0.0069
780,332,0.00664
810,261,0.00522
840,277,0.00554
870,245,0.0049
900,326,0.00652
950,311,0.00622
1000,300,0.006
1050,220,0.0044
1100,210,0.0042
1150,193,0.00386
1200,175,0.0035
1250,145,0.0029
1310,135,0.0027
1370,98,0.00196
1430,114,0.00228
1490,78,0.00156
1550,62,0.00124
1610,52,0.00104
1680,62,0.00124
1750,37,0.00074
1820,33,0.00066
1890,19,0.00038
1970,31,0.00062
2050,14,0.00028
