Bin , nEvents , Efficiencies
50,1,4e-05
100,3,0.00012
150,3,0.00012
200,5,0.0002
250,4,0.00016
300,0,0
350,3,0.00012
400,1,4e-05
500,1,4e-05
600,9,0.00036
