Bin , nEvents , Efficiencies
152.41,120,0.0048
165.05,175,0.007
178.75,199,0.00796
193.57,208,0.00832
209.63,260,0.0104
227.02,254,0.01016
245.86,314,0.01256
266.25,384,0.01536
288.34,412,0.01648
312.26,392,0.01568
338.16,437,0.01748
366.21,465,0.0186
396.59,482,0.01928
429.49,536,0.02144
465.12,615,0.0246
503.71,617,0.02468
545.49,624,0.02496
590.74,588,0.02352
639.75,680,0.0272
692.82,707,0.02828
750.29,705,0.0282
812.54,775,0.031
879.94,709,0.02836
952.94,686,0.02744
1032,684,0.02736
1117.6,666,0.02664
1210.3,641,0.02564
1310.7,610,0.0244
1419.4,562,0.02248
1537.2,540,0.0216
1664.7,496,0.01984
1802.8,416,0.01664
1952.4,373,0.01492
2114.3,303,0.01212
2289.7,278,0.01112
2479.7,187,0.00748
