Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,1,4e-05
209.63,0,0
227.02,0,0
245.86,0,0
266.25,0,0
288.34,1,4e-05
312.26,0,0
338.16,3,0.00012
366.21,0,0
396.59,2,8e-05
429.49,2,8e-05
465.12,3,0.00012
503.71,5,0.0002
545.49,4,0.00016
590.74,17,0.00068
639.75,25,0.001
692.82,19,0.00076
750.29,35,0.0014
812.54,40,0.0016
879.94,47,0.00188
952.94,65,0.0026
1032,69,0.00276
1117.6,84,0.00336
1210.3,120,0.0048
1310.7,133,0.00532
1419.4,158,0.00632
1537.2,184,0.00736
1664.7,246,0.00984
1802.8,328,0.01312
1952.4,375,0.015
2114.3,461,0.01844
2289.7,550,0.022
2479.7,653,0.02612
