Bin , nEvents , Efficiencies
152.41,41,0.00082
165.05,73,0.00146
178.75,89,0.00178
193.57,98,0.00196
209.63,138,0.00276
227.02,193,0.00386
245.86,217,0.00434
266.25,259,0.00518
288.34,307,0.00614
312.26,338,0.00676
338.16,435,0.0087
366.21,506,0.01012
396.59,607,0.01214
429.49,661,0.01322
465.12,820,0.0164
503.71,930,0.0186
545.49,1040,0.0208
590.74,1158,0.02316
639.75,1332,0.02664
692.82,1528,0.03056
750.29,1766,0.03532
812.54,1974,0.03948
879.94,1975,0.0395
952.94,2038,0.04076
1032,2127,0.04254
1117.6,2206,0.04412
1210.3,2165,0.0433
1310.7,2032,0.04064
1419.4,1897,0.03794
1537.2,1723,0.03446
1664.7,1454,0.02908
1802.8,1294,0.02588
1952.4,946,0.01892
2114.3,722,0.01444
2289.7,497,0.00994
2479.7,355,0.0071
