Bin , nEvents , Efficiencies
150,612,0.02448
160,523,0.02092
170,455,0.0182
180,422,0.01688
190,353,0.01412
200,655,0.0262
220,472,0.01888
240,422,0.01688
260,388,0.01552
280,275,0.011
300,240,0.0096
320,224,0.00896
340,146,0.00584
360,127,0.00508
380,124,0.00496
400,103,0.00412
420,90,0.0036
440,95,0.0038
460,87,0.00348
480,62,0.00248
500,47,0.00188
520,40,0.0016
540,42,0.00168
560,33,0.00132
580,30,0.0012
600,41,0.00164
630,43,0.00172
660,34,0.00136
690,21,0.00084
720,25,0.001
750,26,0.00104
780,11,0.00044
810,15,0.0006
840,11,0.00044
870,17,0.00068
900,16,0.00064
950,11,0.00044
1000,13,0.00052
1050,8,0.00032
1100,9,0.00036
1150,11,0.00044
1200,7,0.00028
1250,5,0.0002
1310,3,0.00012
1370,2,8e-05
1430,1,4e-05
1490,2,8e-05
1550,1,4e-05
1610,2,8e-05
1680,1,4e-05
1750,0,0
1820,0,0
1890,1,4e-05
1970,0,0
2050,1,4e-05
