Bin , nEvents , Efficiencies
152.41,306,0.00612
165.05,423,0.00846
178.75,446,0.00892
193.57,564,0.01128
209.63,632,0.01264
227.02,739,0.01478
245.86,816,0.01632
266.25,791,0.01582
288.34,978,0.01956
312.26,1026,0.02052
338.16,1151,0.02302
366.21,1290,0.0258
396.59,1313,0.02626
429.49,1347,0.02694
465.12,1572,0.03144
503.71,1525,0.0305
545.49,1583,0.03166
590.74,1626,0.03252
639.75,1588,0.03176
692.82,1640,0.0328
750.29,1583,0.03166
812.54,1530,0.0306
879.94,1510,0.0302
952.94,1426,0.02852
1032,1290,0.0258
1117.6,1163,0.02326
1210.3,961,0.01922
1310.7,827,0.01654
1419.4,686,0.01372
1537.2,551,0.01102
1664.7,470,0.0094
1802.8,324,0.00648
1952.4,269,0.00538
2114.3,191,0.00382
2289.7,115,0.0023
2479.7,73,0.00146
