Bin , nEvents , Efficiencies
152.41,401,0.00802
165.05,525,0.0105
178.75,622,0.01244
193.57,682,0.01364
209.63,761,0.01522
227.02,894,0.01788
245.86,984,0.01968
266.25,1023,0.02046
288.34,1086,0.02172
312.26,1273,0.02546
338.16,1309,0.02618
366.21,1438,0.02876
396.59,1537,0.03074
429.49,1507,0.03014
465.12,1645,0.0329
503.71,1670,0.0334
545.49,1628,0.03256
590.74,1634,0.03268
639.75,1579,0.03158
692.82,1502,0.03004
750.29,1426,0.02852
812.54,1297,0.02594
879.94,1172,0.02344
952.94,1068,0.02136
1032,925,0.0185
1117.6,770,0.0154
1210.3,635,0.0127
1310.7,531,0.01062
1419.4,461,0.00922
1537.2,371,0.00742
1664.7,236,0.00472
1802.8,201,0.00402
1952.4,123,0.00246
2114.3,61,0.00122
2289.7,62,0.00124
2479.7,40,0.0008
