Bin , nEvents , Efficiencies
150,1233,0.02466
160,1113,0.02226
170,921,0.01842
180,871,0.01742
190,732,0.01464
200,1292,0.02584
220,1072,0.02144
240,806,0.01612
260,688,0.01376
280,541,0.01082
300,456,0.00912
320,423,0.00846
340,335,0.0067
360,294,0.00588
380,254,0.00508
400,210,0.0042
420,160,0.0032
440,150,0.003
460,125,0.0025
480,105,0.0021
500,104,0.00208
520,84,0.00168
540,74,0.00148
560,48,0.00096
580,65,0.0013
600,67,0.00134
630,86,0.00172
660,56,0.00112
690,44,0.00088
720,31,0.00062
750,27,0.00054
780,27,0.00054
810,25,0.0005
840,26,0.00052
870,15,0.0003
900,25,0.0005
950,23,0.00046
1000,12,0.00024
1050,15,0.0003
1100,5,0.0001
1150,8,0.00016
1200,3,6e-05
1250,4,8e-05
1310,3,6e-05
1370,3,6e-05
1430,1,2e-05
1490,2,4e-05
1550,1,2e-05
1610,0,0
1680,2,4e-05
1750,1,2e-05
1820,1,2e-05
1890,0,0
1970,0,0
2050,1,2e-05
