Bin , nEvents , Efficiencies
152.41,234,0.00468
165.05,252,0.00504
178.75,321,0.00642
193.57,370,0.0074
209.63,397,0.00794
227.02,488,0.00976
245.86,519,0.01038
266.25,657,0.01314
288.34,689,0.01378
312.26,760,0.0152
338.16,835,0.0167
366.21,875,0.0175
396.59,989,0.01978
429.49,1125,0.0225
465.12,1176,0.02352
503.71,1262,0.02524
545.49,1368,0.02736
590.74,1405,0.0281
639.75,1441,0.02882
692.82,1483,0.02966
750.29,1594,0.03188
812.54,1476,0.02952
879.94,1626,0.03252
952.94,1607,0.03214
1032,1581,0.03162
1117.6,1511,0.03022
1210.3,1382,0.02764
1310.7,1406,0.02812
1419.4,1225,0.0245
1537.2,1183,0.02366
1664.7,1018,0.02036
1802.8,946,0.01892
1952.4,769,0.01538
2114.3,561,0.01122
2289.7,437,0.00874
2479.7,328,0.00656
