Bin , nEvents , Efficiencies
150,134,0.00268
160,134,0.00268
170,148,0.00296
180,161,0.00322
190,127,0.00254
200,341,0.00682
220,356,0.00712
240,335,0.0067
260,394,0.00788
280,434,0.00868
300,406,0.00812
320,349,0.00698
340,364,0.00728
360,405,0.0081
380,348,0.00696
400,365,0.0073
420,430,0.0086
440,382,0.00764
460,357,0.00714
480,316,0.00632
500,364,0.00728
520,348,0.00696
540,386,0.00772
560,358,0.00716
580,328,0.00656
600,514,0.01028
630,441,0.00882
660,501,0.01002
690,477,0.00954
720,470,0.0094
750,450,0.009
780,400,0.008
810,440,0.0088
840,386,0.00772
870,371,0.00742
900,607,0.01214
950,580,0.0116
1000,520,0.0104
1050,523,0.01046
1100,472,0.00944
1150,470,0.0094
1200,462,0.00924
1250,520,0.0104
1310,428,0.00856
1370,385,0.0077
1430,410,0.0082
1490,330,0.0066
1550,331,0.00662
1610,416,0.00832
1680,356,0.00712
1750,306,0.00612
1820,285,0.0057
1890,305,0.0061
1970,238,0.00476
2050,228,0.00456
