Bin , nEvents , Efficiencies
50,0,0
70,1,4e-05
80,0,0
90,0,0
100,2,8e-05
120,1,4e-05
140,1,4e-05
160,2,8e-05
180,0,0
200,2,8e-05
220,1,4e-05
240,0,0
260,0,0
280,0,0
300,2,8e-05
320,0,0
340,1,4e-05
360,1,4e-05
400,2,8e-05
500,5,0.0002
600,1,4e-05
700,4,0.00016
800,24,0.00096
