Bin , nEvents , Efficiencies
152.41,7,0.00028
165.05,5,0.0002
178.75,6,0.00024
193.57,10,0.0004
209.63,23,0.00092
227.02,36,0.00144
245.86,35,0.0014
266.25,42,0.00168
288.34,56,0.00224
312.26,89,0.00356
338.16,118,0.00472
366.21,132,0.00528
396.59,154,0.00616
429.49,182,0.00728
465.12,221,0.00884
503.71,271,0.01084
545.49,325,0.013
590.74,341,0.01364
639.75,423,0.01692
692.82,441,0.01764
750.29,513,0.02052
812.54,558,0.02232
879.94,688,0.02752
952.94,719,0.02876
1032,782,0.03128
1117.6,800,0.032
1210.3,807,0.03228
1310.7,930,0.0372
1419.4,889,0.03556
1537.2,869,0.03476
1664.7,841,0.03364
1802.8,842,0.03368
1952.4,705,0.0282
2114.3,658,0.02632
2289.7,557,0.02228
2479.7,441,0.01764
