Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,1,4e-05
193.57,0,0
209.63,0,0
227.02,3,0.00012
245.86,1,4e-05
266.25,0,0
288.34,2,8e-05
312.26,2,8e-05
338.16,2,8e-05
366.21,6,0.00024
396.59,1,4e-05
429.49,6,0.00024
465.12,13,0.00052
503.71,13,0.00052
545.49,27,0.00108
590.74,22,0.00088
639.75,29,0.00116
692.82,42,0.00168
750.29,43,0.00172
812.54,53,0.00212
879.94,63,0.00252
952.94,75,0.003
1032,111,0.00444
1117.6,135,0.0054
1210.3,150,0.006
1310.7,189,0.00756
1419.4,266,0.01064
1537.2,314,0.01256
1664.7,363,0.01452
1802.8,442,0.01768
1952.4,534,0.02136
2114.3,701,0.02804
2289.7,824,0.03296
2479.7,859,0.03436
