Bin , nEvents , Efficiencies
152.41,6,0.00012
165.05,8,0.00016
178.75,4,8e-05
193.57,17,0.00034
209.63,18,0.00036
227.02,24,0.00048
245.86,33,0.00066
266.25,60,0.0012
288.34,67,0.00134
312.26,109,0.00218
338.16,135,0.0027
366.21,170,0.0034
396.59,230,0.0046
429.49,303,0.00606
465.12,344,0.00688
503.71,398,0.00796
545.49,462,0.00924
590.74,607,0.01214
639.75,636,0.01272
692.82,772,0.01544
750.29,830,0.0166
812.54,1012,0.02024
879.94,1170,0.0234
952.94,1358,0.02716
1032,1521,0.03042
1117.6,1705,0.0341
1210.3,1948,0.03896
1310.7,2151,0.04302
1419.4,2336,0.04672
1537.2,2277,0.04554
1664.7,2336,0.04672
1802.8,2310,0.0462
1952.4,2124,0.04248
2114.3,1834,0.03668
2289.7,1489,0.02978
2479.7,1206,0.02412
