Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,2,4e-05
178.75,1,2e-05
193.57,3,6e-05
209.63,7,0.00014
227.02,14,0.00028
245.86,14,0.00028
266.25,13,0.00026
288.34,14,0.00028
312.26,42,0.00084
338.16,56,0.00112
366.21,80,0.0016
396.59,117,0.00234
429.49,143,0.00286
465.12,227,0.00454
503.71,243,0.00486
545.49,307,0.00614
590.74,336,0.00672
639.75,374,0.00748
692.82,428,0.00856
750.29,492,0.00984
812.54,655,0.0131
879.94,712,0.01424
952.94,835,0.0167
1032,966,0.01932
1117.6,1128,0.02256
1210.3,1338,0.02676
1310.7,1523,0.03046
1419.4,1780,0.0356
1537.2,1875,0.0375
1664.7,2038,0.04076
1802.8,2213,0.04426
1952.4,2165,0.0433
2114.3,2037,0.04074
2289.7,2016,0.04032
2479.7,1669,0.03338
