bin_HH,nEvents,Efficiencies
150,0,0.0
200,0,0.0
250,0,0.0
300,0,0.0
350,1,2e-05
400,1,2e-05
450,2,4e-05
500,4,8e-05
550,5,0.0001
650,36,0.00072
