bin_HH,nEvents,Efficiencies
50,23,0.00046
70,14,0.00028
80,12,0.00024
90,17,0.00034
100,13,0.00026
120,18,0.00036
140,19,0.00038
160,14,0.00028
180,18,0.00036
200,36,0.00072
220,34,0.00068
240,21,0.00042
260,23,0.00046
280,29,0.00058
300,29,0.00058
320,22,0.00044
340,25,0.0005
360,40,0.0008
400,112,0.00224
500,110,0.0022
600,115,0.0023
700,84,0.00168
800,297,0.00594
