Bin , nEvents , Efficiencies
152.41,89,0.00178
165.05,131,0.00262
178.75,176,0.00352
193.57,196,0.00392
209.63,247,0.00494
227.02,256,0.00512
245.86,357,0.00714
266.25,374,0.00748
288.34,487,0.00974
312.26,539,0.01078
338.16,636,0.01272
366.21,760,0.0152
396.59,882,0.01764
429.49,1024,0.02048
465.12,1169,0.02338
503.71,1343,0.02686
545.49,1523,0.03046
590.74,1768,0.03536
639.75,1942,0.03884
692.82,2109,0.04218
750.29,2214,0.04428
812.54,2325,0.0465
879.94,2306,0.04612
952.94,2221,0.04442
1032,2199,0.04398
1117.6,2022,0.04044
1210.3,1745,0.0349
1310.7,1581,0.03162
1419.4,1310,0.0262
1537.2,982,0.01964
1664.7,790,0.0158
1802.8,588,0.01176
1952.4,435,0.0087
2114.3,265,0.0053
2289.7,211,0.00422
2479.7,137,0.00274
