Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,7,0.00014
193.57,2,4e-05
209.63,7,0.00014
227.02,6,0.00012
245.86,11,0.00022
266.25,15,0.0003
288.34,16,0.00032
312.26,16,0.00032
338.16,29,0.00058
366.21,35,0.0007
396.59,47,0.00094
429.49,77,0.00154
465.12,102,0.00204
503.71,151,0.00302
545.49,163,0.00326
590.74,174,0.00348
639.75,246,0.00492
692.82,293,0.00586
750.29,328,0.00656
812.54,413,0.00826
879.94,461,0.00922
952.94,549,0.01098
1032,650,0.013
1117.6,812,0.01624
1210.3,881,0.01762
1310.7,973,0.01946
1419.4,1163,0.02326
1537.2,1341,0.02682
1664.7,1452,0.02904
1802.8,1660,0.0332
1952.4,1791,0.03582
2114.3,1865,0.0373
2289.7,1919,0.03838
2479.7,1787,0.03574
