Bin , nEvents , Efficiencies
150,77,0.00308
160,78,0.00312
170,99,0.00396
180,97,0.00388
190,90,0.0036
200,185,0.0074
220,221,0.00884
240,216,0.00864
260,230,0.0092
280,217,0.00868
300,220,0.0088
320,215,0.0086
340,210,0.0084
360,214,0.00856
380,246,0.00984
400,204,0.00816
420,201,0.00804
440,197,0.00788
460,177,0.00708
480,188,0.00752
500,182,0.00728
520,189,0.00756
540,196,0.00784
560,183,0.00732
580,182,0.00728
600,249,0.00996
630,246,0.00984
660,248,0.00992
690,198,0.00792
720,238,0.00952
750,230,0.0092
780,174,0.00696
810,186,0.00744
840,176,0.00704
870,202,0.00808
900,285,0.0114
950,295,0.0118
1000,261,0.01044
1050,238,0.00952
1100,200,0.008
1150,226,0.00904
1200,180,0.0072
1250,202,0.00808
1310,206,0.00824
1370,167,0.00668
1430,163,0.00652
1490,164,0.00656
1550,139,0.00556
1610,146,0.00584
1680,140,0.0056
1750,121,0.00484
1820,112,0.00448
1890,119,0.00476
1970,99,0.00396
2050,87,0.00348
