Bin , nEvents , Efficiencies
150,36,0.00144
200,52,0.00208
250,52,0.00208
300,36,0.00144
350,19,0.00076
400,15,0.0006
450,13,0.00052
500,12,0.00048
600,6,0.00024
700,4,0.00016
800,2,8e-05
900,2,8e-05
1000,2,8e-05
1150,3,0.00012
