bin_HH,nEvents,Efficiencies
50,4,8e-05
100,1,2e-05
150,1,2e-05
200,0,0.0
250,3,6e-05
300,4,8e-05
350,6,0.00012
400,0,0.0
500,10,0.0002
600,35,0.0007
