bin_HH,nEvents,Efficiencies
150,2,4e-05
200,0,0.0
250,1,2e-05
300,3,6e-05
350,0,0.0
400,2,4e-05
450,4,8e-05
500,5,0.0001
600,6,0.00012
700,9,0.00018
800,13,0.00026
900,13,0.00026
1000,33,0.00066
1150,91,0.00182
