Bin , nEvents , Efficiencies
150,2,4e-05
160,4,8e-05
170,5,0.0001
180,6,0.00012
190,8,0.00016
200,19,0.00038
220,17,0.00034
240,31,0.00062
260,39,0.00078
280,37,0.00074
300,54,0.00108
320,57,0.00114
340,70,0.0014
360,90,0.0018
380,93,0.00186
400,105,0.0021
420,125,0.0025
440,112,0.00224
460,128,0.00256
480,135,0.0027
500,148,0.00296
520,141,0.00282
540,150,0.003
560,145,0.0029
580,164,0.00328
600,252,0.00504
630,245,0.0049
660,279,0.00558
690,284,0.00568
720,265,0.0053
750,313,0.00626
780,304,0.00608
810,281,0.00562
840,322,0.00644
870,344,0.00688
900,542,0.01084
950,589,0.01178
1000,594,0.01188
1050,533,0.01066
1100,542,0.01084
1150,577,0.01154
1200,580,0.0116
1250,696,0.01392
1310,744,0.01488
1370,658,0.01316
1430,649,0.01298
1490,621,0.01242
1550,639,0.01278
1610,698,0.01396
1680,715,0.0143
1750,691,0.01382
1820,614,0.01228
1890,718,0.01436
1970,634,0.01268
2050,659,0.01318
