Bin , nEvents , Efficiencies
150,137,0.00274
160,147,0.00294
170,145,0.0029
180,178,0.00356
190,158,0.00316
200,322,0.00644
220,344,0.00688
240,360,0.0072
260,385,0.0077
280,405,0.0081
300,338,0.00676
320,365,0.0073
340,397,0.00794
360,381,0.00762
380,363,0.00726
400,362,0.00724
420,376,0.00752
440,350,0.007
460,360,0.0072
480,334,0.00668
500,362,0.00724
520,332,0.00664
540,347,0.00694
560,329,0.00658
580,366,0.00732
600,485,0.0097
630,484,0.00968
660,463,0.00926
690,468,0.00936
720,430,0.0086
750,426,0.00852
780,389,0.00778
810,396,0.00792
840,412,0.00824
870,404,0.00808
900,612,0.01224
950,589,0.01178
1000,548,0.01096
1050,564,0.01128
1100,471,0.00942
1150,509,0.01018
1200,430,0.0086
1250,515,0.0103
1310,492,0.00984
1370,442,0.00884
1430,390,0.0078
1490,354,0.00708
1550,321,0.00642
1610,337,0.00674
1680,324,0.00648
1750,296,0.00592
1820,252,0.00504
1890,251,0.00502
1970,258,0.00516
2050,226,0.00452
