Bin , nEvents , Efficiencies
150,181,0.00362
160,208,0.00416
170,201,0.00402
180,202,0.00404
190,219,0.00438
200,476,0.00952
220,512,0.01024
240,543,0.01086
260,479,0.00958
280,544,0.01088
300,531,0.01062
320,502,0.01004
340,507,0.01014
360,520,0.0104
380,564,0.01128
400,507,0.01014
420,481,0.00962
440,485,0.0097
460,493,0.00986
480,503,0.01006
500,474,0.00948
520,468,0.00936
540,442,0.00884
560,424,0.00848
580,400,0.008
600,636,0.01272
630,611,0.01222
660,515,0.0103
690,561,0.01122
720,515,0.0103
750,471,0.00942
780,472,0.00944
810,407,0.00814
840,374,0.00748
870,417,0.00834
900,640,0.0128
950,496,0.00992
1000,519,0.01038
1050,442,0.00884
1100,378,0.00756
1150,314,0.00628
1200,314,0.00628
1250,363,0.00726
1310,283,0.00566
1370,211,0.00422
1430,191,0.00382
1490,185,0.0037
1550,179,0.00358
1610,159,0.00318
1680,134,0.00268
1750,105,0.0021
1820,79,0.00158
1890,112,0.00224
1970,82,0.00164
2050,79,0.00158
