Bin , nEvents , Efficiencies
150,1,2e-05
200,6,0.00012
250,2,4e-05
300,7,0.00014
350,5,0.0001
400,7,0.00014
450,5,0.0001
500,4,8e-05
550,8,0.00016
650,11,0.00022
