Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,1,2e-05
178.75,3,6e-05
193.57,2,4e-05
209.63,3,6e-05
227.02,11,0.00022
245.86,6,0.00012
266.25,8,0.00016
288.34,9,0.00018
312.26,15,0.0003
338.16,21,0.00042
366.21,52,0.00104
396.59,45,0.0009
429.49,87,0.00174
465.12,110,0.0022
503.71,127,0.00254
545.49,170,0.0034
590.74,201,0.00402
639.75,233,0.00466
692.82,285,0.0057
750.29,345,0.0069
812.54,415,0.0083
879.94,451,0.00902
952.94,569,0.01138
1032,629,0.01258
1117.6,793,0.01586
1210.3,855,0.0171
1310.7,1009,0.02018
1419.4,1079,0.02158
1537.2,1296,0.02592
1664.7,1384,0.02768
1802.8,1555,0.0311
1952.4,1617,0.03234
2114.3,1635,0.0327
2289.7,1709,0.03418
2479.7,1673,0.03346
