bin_HH,nEvents,Efficiencies
150,1681,0.001681
200,2737,0.002737
250,2143,0.002143
300,1587,0.001587
350,1158,0.001158
400,871,0.000871
450,682,0.000682
500,953,0.000953
600,612,0.000612
700,377,0.000377
800,241,0.000241
900,167,0.000167
1000,164,0.000164
1150,194,0.000194
