Bin , nEvents , Efficiencies
150,206,0.00412
160,207,0.00414
170,235,0.0047
180,196,0.00392
190,221,0.00442
200,481,0.00962
220,500,0.01
240,522,0.01044
260,525,0.0105
280,513,0.01026
300,514,0.01028
320,466,0.00932
340,512,0.01024
360,536,0.01072
380,504,0.01008
400,517,0.01034
420,474,0.00948
440,467,0.00934
460,535,0.0107
480,538,0.01076
500,460,0.0092
520,466,0.00932
540,442,0.00884
560,424,0.00848
580,420,0.0084
600,610,0.0122
630,591,0.01182
660,513,0.01026
690,563,0.01126
720,492,0.00984
750,448,0.00896
780,447,0.00894
810,419,0.00838
840,415,0.0083
870,409,0.00818
900,612,0.01224
950,541,0.01082
1000,492,0.00984
1050,437,0.00874
1100,386,0.00772
1150,338,0.00676
1200,320,0.0064
1250,350,0.007
1310,265,0.0053
1370,219,0.00438
1430,211,0.00422
1490,181,0.00362
1550,175,0.0035
1610,166,0.00332
1680,138,0.00276
1750,111,0.00222
1820,79,0.00158
1890,91,0.00182
1970,98,0.00196
2050,76,0.00152
