Bin , nEvents , Efficiencies
150,0,0
200,2,4e-05
250,3,6e-05
300,2,4e-05
350,4,8e-05
400,5,0.0001
450,2,4e-05
500,8,0.00016
550,8,0.00016
650,36,0.00072
