Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,0,0
300,1,4e-05
350,0,0
400,1,4e-05
450,1,4e-05
500,1,4e-05
600,4,0.00016
700,7,0.00028
800,7,0.00028
900,6,0.00024
1000,12,0.00048
1150,34,0.00136
