Bin , nEvents , Efficiencies
152.41,1866,0.03732
165.05,1780,0.0356
178.75,1647,0.03294
193.57,1598,0.03196
209.63,1397,0.02794
227.02,1299,0.02598
245.86,1127,0.02254
266.25,996,0.01992
288.34,889,0.01778
312.26,797,0.01594
338.16,731,0.01462
366.21,597,0.01194
396.59,532,0.01064
429.49,465,0.0093
465.12,387,0.00774
503.71,303,0.00606
545.49,260,0.0052
590.74,247,0.00494
639.75,203,0.00406
692.82,146,0.00292
750.29,139,0.00278
812.54,107,0.00214
879.94,86,0.00172
952.94,65,0.0013
1032,62,0.00124
1117.6,47,0.00094
1210.3,28,0.00056
1310.7,26,0.00052
1419.4,25,0.0005
1537.2,15,0.0003
1664.7,12,0.00024
1802.8,7,0.00014
1952.4,5,0.0001
2114.3,6,0.00012
2289.7,3,6e-05
2479.7,3,6e-05
