Bin , nEvents , Efficiencies
152.41,134,0.00536
165.05,150,0.006
178.75,190,0.0076
193.57,197,0.00788
209.63,222,0.00888
227.02,269,0.01076
245.86,313,0.01252
266.25,322,0.01288
288.34,377,0.01508
312.26,400,0.016
338.16,433,0.01732
366.21,476,0.01904
396.59,531,0.02124
429.49,518,0.02072
465.12,560,0.0224
503.71,611,0.02444
545.49,589,0.02356
590.74,628,0.02512
639.75,650,0.026
692.82,737,0.02948
750.29,720,0.0288
812.54,674,0.02696
879.94,762,0.03048
952.94,681,0.02724
1032,727,0.02908
1117.6,666,0.02664
1210.3,655,0.0262
1310.7,641,0.02564
1419.4,592,0.02368
1537.2,537,0.02148
1664.7,515,0.0206
1802.8,460,0.0184
1952.4,416,0.01664
2114.3,293,0.01172
2289.7,246,0.00984
2479.7,191,0.00764
