Bin , nEvents , Efficiencies
152.41,134,0.00536
165.05,179,0.00716
178.75,160,0.0064
193.57,202,0.00808
209.63,252,0.01008
227.02,281,0.01124
245.86,272,0.01088
266.25,341,0.01364
288.34,334,0.01336
312.26,368,0.01472
338.16,459,0.01836
366.21,467,0.01868
396.59,497,0.01988
429.49,506,0.02024
465.12,569,0.02276
503.71,622,0.02488
545.49,592,0.02368
590.74,640,0.0256
639.75,646,0.02584
692.82,654,0.02616
750.29,671,0.02684
812.54,698,0.02792
879.94,749,0.02996
952.94,716,0.02864
1032,742,0.02968
1117.6,762,0.03048
1210.3,661,0.02644
1310.7,659,0.02636
1419.4,596,0.02384
1537.2,501,0.02004
1664.7,526,0.02104
1802.8,476,0.01904
1952.4,389,0.01556
2114.3,340,0.0136
2289.7,284,0.01136
2479.7,209,0.00836
