Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,1,4e-05
220,0,0
240,0,0
260,0,0
280,1,4e-05
300,0,0
320,0,0
340,0,0
360,0,0
380,0,0
400,0,0
420,1,4e-05
440,0,0
460,1,4e-05
480,0,0
500,0,0
520,1,4e-05
540,0,0
560,1,4e-05
580,1,4e-05
600,0,0
630,0,0
660,0,0
690,0,0
720,1,4e-05
750,2,8e-05
780,0,0
810,1,4e-05
840,0,0
870,3,0.00012
900,1,4e-05
950,3,0.00012
1000,10,0.0004
1050,9,0.00036
1100,16,0.00064
1150,18,0.00072
1200,19,0.00076
1250,31,0.00124
1310,27,0.00108
1370,32,0.00128
1430,35,0.0014
1490,30,0.0012
1550,41,0.00164
1610,40,0.0016
1680,42,0.00168
1750,45,0.0018
1820,45,0.0018
1890,64,0.00256
1970,61,0.00244
2050,61,0.00244
