bin_HH,nEvents,Efficiencies
50,4,8e-05
70,5,0.0001
80,14,0.00028
90,13,0.00026
100,43,0.00086
120,40,0.0008
140,32,0.00064
160,33,0.00066
180,35,0.0007
200,38,0.00076
220,39,0.00078
240,31,0.00062
260,41,0.00082
280,38,0.00076
300,36,0.00072
320,33,0.00066
340,34,0.00068
360,75,0.0015
400,143,0.00286
500,102,0.00204
600,100,0.002
700,57,0.00114
800,169,0.00338
